"Subject","Predicate","Object"
"http://parliament.uk/ontologies/making-available/Presenting","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Class"
"http://parliament.uk/ontologies/making-available/","http://xmlns.com/foaf/0.1/maker","n5e2b71ca5d834dc19ad9c9705a532220b2"
"n5e2b71ca5d834dc19ad9c9705a532220b1","http://xmlns.com/foaf/0.1/name","Robert Brook"
"http://parliament.uk/ontologies/making-available/madeAvailableOn","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://parliament.uk/ontologies/making-available/"
"http://parliament.uk/ontologies/making-available/toHouse","http://www.w3.org/2000/01/rdf-schema#domain","http://parliament.uk/ontologies/making-available/MakingAvailable"
"http://parliament.uk/ontologies/making-available/","http://purl.org/dc/terms/created","2018-12-09"
"n5e2b71ca5d834dc19ad9c9705a532220b3","http://xmlns.com/foaf/0.1/homepage","http://smethur.st/"
"http://parliament.uk/ontologies/making-available/Depositing","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Class"
"http://parliament.uk/ontologies/making-available/madeAvailableOn","http://www.w3.org/2000/01/rdf-schema#label","Made available on"
"http://parliament.uk/ontologies/making-available/Presenting","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://parliament.uk/ontologies/making-available/"
"http://parliament.uk/ontologies/making-available/madeAvailableOn","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2001/XMLSchema#date"
"http://parliament.uk/ontologies/making-available/","http://xmlns.com/foaf/0.1/maker","n5e2b71ca5d834dc19ad9c9705a532220b1"
"http://parliament.uk/ontologies/making-available/Depositing","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://parliament.uk/ontologies/making-available/"
"http://parliament.uk/ontologies/making-available/","http://xmlns.com/foaf/0.1/depiction","https://ukparliament.github.io/ontologies/making-available/making-available.png"
"http://parliament.uk/ontologies/making-available/madeAvailableOn","http://www.w3.org/2000/01/rdf-schema#domain","http://parliament.uk/ontologies/making-available/MakingAvailable"
