id,label,candidategivenname,candidatefamilyname,issittingmp,isformermp,isstandingascommonsspeaker,isstandingasindependent,isnotionalpoliticalpartyaggregate,votecount,votechange,iswinningcandidacy,democracyclubpersonidentifier,inelection,ofmember,havinggender
14,beep,Dafydd,Meurig,false,false,false,false,false,3536,-0.060947,false,,2,,1
25,beep,Anne,Begg,true,true,false,false,false,12991,-0.097765,false,,4,5,2
31,beep,Pamela,Nash,true,true,false,false,false,15108,-0.240432,false,,5,7,2
37,beep,Gary,Puffett,false,false,false,false,false,8468,0.06238,false,,6,,1
42,beep,John,Fisher,false,false,false,false,false,8835,0.025753,false,,7,,1
48,beep,James,Wright,false,false,false,false,false,13481,0.042679,false,,8,,1
56,beep,Blair,Smillie,false,false,false,false,false,7260,0.150454,false,,9,,1
59,beep,Kevin,Gillott,false,false,false,false,false,15901,-0.026659,false,,10,,1
62,beep,Derek,Wann,false,false,false,false,false,12900,-0.019235,false,,11,,1
69,beep,Alun,Pugh,false,false,false,false,false,8122,-0.001369,false,,12,,1
76,beep,Alan,Reid,true,true,false,false,false,14486,-0.036941,false,,13,16,1
83,beep,Peter,Grace,false,false,false,false,false,8154,0.087716,false,,14,,1
88,beep,Simon,Ashcroft,false,false,false,false,false,10150,0.194736,false,,15,,1
93,beep,Gerald,O'Brien,false,false,false,false,false,10798,0.142763,false,,16,,1
94,beep,Tracy,Sutton,false,false,false,false,false,8610,-0.026216,false,,17,,2
20,beep,Kirsty,Blackman,false,false,false,false,false,24793,0.34189,true,,3,3,2
16,beep,Sanjoy,Sen,false,false,false,false,false,5304,-0.003042,false,,3,,1
21,beep,Tyrinne,Rutherford,false,false,false,false,false,206,,false,,3,,1
19,beep,Christopher,Willett,false,false,false,false,false,186,,false,,3,,1
27,beep,Callum,McCaig,false,false,false,false,false,20221,0.297932,true,,4,6,1
22,beep,Ross,Thomson,false,false,false,false,false,11087,0.021219,false,,4,4,1
26,beep,Dennis,Rixson,false,false,false,false,false,2252,-0.237484,false,,4,,1
23,beep,Dan,Yeats,false,false,false,false,false,964,0.010258,false,,4,,1
28,beep,Sandra,Skinner,false,false,false,false,false,897,,false,,4,,2
24,beep,Christopher,Gray,false,false,false,true,false,139,,false,,4,,1
35,beep,Gerald,Howarth,true,true,false,false,false,23369,0.03873,true,,6,9,1
38,beep,Alan,Hilliar,false,false,false,false,false,4076,-0.255866,false,,6,,1
36,beep,Carl,Hewitt,false,false,false,false,false,2025,,false,,6,,1
40,beep,Wendy,Morton,false,false,false,false,false,20558,-0.072583,true,,7,10,2
45,beep,Anthony,Thompson,false,false,false,false,false,7751,,false,,7,,1
43,beep,Ian,Garrett,false,false,false,false,false,1330,-0.143191,false,,7,,1
41,beep,Martyn,Curzey,false,false,false,false,false,826,-0.001011,false,,7,,1
44,beep,Mark,Beech,false,false,false,false,false,197,,false,,7,,1
53,beep,Mark,Tami,true,true,false,false,false,16540,0.004487,true,,9,12,1
54,beep,Tudor,Jones,false,false,false,false,false,1733,-0.141105,false,,9,,1
55,beep,Jacqueline,Hurst,false,false,false,false,false,1608,0.000122,false,,9,,2
52,beep,Alasdair,Ibbotson,false,false,false,false,false,976,,false,,9,,1
57,beep,Nigel,Mills,true,true,false,false,false,20106,0.053657,true,,10,13,1
61,beep,Stuart,Bent,false,false,false,false,false,7263,0.139155,false,,10,,1
60,beep,Kate,Smith,false,false,false,false,false,1360,-0.114644,false,,10,,2
58,beep,John,Devine,false,false,false,false,false,1087,,false,,10,,1
68,beep,Anwen,Barry,false,false,false,false,false,3521,-0.038139,false,,12,,2
73,beep,Simon,Wall,false,false,false,false,false,2277,0.058578,false,,12,,1
70,beep,Mohammed,Shultan,false,false,false,false,false,718,-0.113824,false,,12,,1
72,beep,Kathrine,Jones,false,false,false,false,false,409,,false,,12,,2
77,beep,Brendan,O'Hara,false,false,false,false,false,22959,0.253097,true,,13,17,1
74,beep,Alastair,Redman,false,false,false,false,false,7733,-0.091204,false,,13,,1
75,beep,Mary,Galbraith,false,false,false,false,false,5394,-0.123301,false,,13,,2
78,beep,Caroline,Santos,false,false,false,false,false,1311,,false,,13,,2
86,beep,Gloria,De Piero,true,true,false,false,false,19448,0.073281,true,,15,19,2
87,beep,Philip,Smith,false,false,false,false,false,7030,-0.184669,false,,15,,1
85,beep,Mike,Buchanan,false,false,false,false,false,153,,false,,15,,1
89,beep,Damian,Green,true,true,false,false,false,30094,-0.016874,true,,16,20,1
91,beep,Brendan,Chilton,false,false,false,false,false,10580,0.017626,false,,16,,1
92,beep,Debbie,Enever,false,false,false,false,false,3433,-0.168141,false,,16,,2
90,beep,Mandy,Rossi,false,false,false,false,false,2467,0.024626,false,,16,,2
9,beep,Peter,Bush,false,false,false,false,false,4971,0.141899,false,,1,,1
6,beep,Duncan,Higgitt,false,false,false,false,false,3663,0.045201,false,,1,,1
5,beep,Helen,Clarke,false,false,false,false,false,1397,-0.118291,false,,1,,2
3,beep,Captain,Beany,false,false,false,true,false,1137,,false,,1,,1
2,beep,Jonathan,Tier,false,false,false,false,false,711,,false,,1,,1
7,beep,Andrew,Jordan,false,false,false,false,false,352,,false,,1,,1
8,beep,Owen,Herbert,false,false,false,false,false,134,,false,,1,,1
10,beep,Guto,Bebb,true,true,false,false,false,12513,0.056846,true,,2,2,1
15,beep,Andrew,Haigh,false,false,false,false,false,3467,0.093909,false,,2,,1
13,beep,Victor,Babu,false,false,false,false,false,1391,-0.146946,false,,2,,1
11,beep,Petra,Haig,false,false,false,false,false,727,,false,,2,,2
33,beep,Neil,Gray,false,false,false,false,false,23887,0.303921,true,,5,8,1
29,beep,Eric,Holford,false,false,false,false,false,3389,-0.010869,false,,5,,1
34,beep,Matt,Williams,false,false,false,false,false,1088,,false,,5,,1
32,beep,John,Love,false,false,false,false,false,678,-0.065529,false,,5,,1
46,beep,Graham,Brady,true,true,false,false,false,26771,0.040478,true,,8,11,1
49,beep,Jane,Brophy,false,false,false,false,false,4235,-0.170879,false,,8,,2
50,beep,Chris,Frost,false,false,false,false,false,4047,0.048467,false,,8,,1
47,beep,Nick,Robertson-Brown,false,false,false,false,false,1983,,false,,8,,1
66,beep,Mike,Weir,true,true,false,false,false,24130,0.14675,true,,11,14,1
64,beep,Gerard,McMahon,false,false,false,false,false,3919,-0.084058,false,,11,,1
67,beep,Calum,Walker,false,false,false,false,false,1355,0.015259,false,,11,,1
63,beep,David,Mumford,false,false,false,false,false,965,,false,,11,,1
79,beep,Nick,Herbert,true,true,false,false,false,34331,0.030315,true,,14,18,1
81,beep,Christopher,Wellbelove,false,false,false,false,false,6324,0.025608,false,,14,,1
82,beep,Shweta,Kapadia,false,false,false,false,false,4062,-0.207488,false,,14,,2
80,beep,Isabel,Thurston,false,false,false,false,false,3606,,false,,14,,2
96,beep,Angela,Rayner,false,false,false,false,false,19366,0.013535,true,,17,21,2
95,beep,Charlotte,Hughes,false,false,false,false,false,1531,,false,,17,,2
10714,beep,,,false,false,false,false,false,19667,,true,,1972,,
105,beep,Sandra,Osborne,true,true,false,false,false,14227,-0.198856,false,,19,23,2
115,beep,Alex,Johnstone,false,false,false,false,false,13148,-0.01968,false,,21,,1
111,beep,Sean,Woodcock,false,false,false,false,false,12354,0.02142,false,,20,1203,1
124,beep,Roger,Gravett,false,false,false,false,false,9554,0.193304,false,,22,,1
131,beep,Lee,Hunter,false,false,false,false,false,7941,0.17053,false,,23,,1
137,beep,Robert,Swiffen,false,false,false,false,false,9045,0.189737,false,,24,,1
140,beep,Simon,Fell,false,false,false,false,false,17525,0.041946,false,,25,30,1
147,beep,Gavin,Callaghan,false,false,false,false,false,10186,0.006173,false,,26,,1
152,beep,Paul,Harvey,false,false,false,false,false,14706,0.073201,false,,27,,1
155,beep,Sarah,Downes,false,false,false,false,false,15122,-0.032125,false,,28,,2
165,beep,Steve,Bradley,false,false,false,false,false,14000,-0.269189,false,,29,,1
173,beep,Aleks,Lukic,false,false,false,false,false,9080,,false,,30,,1
176,beep,Will,Martindale,false,false,false,false,false,18792,0.017247,false,,31,,1
183,beep,Tim,Scott,false,false,false,false,false,7310,0.088026,false,,32,,1
186,beep,Marina,Ahmad,false,false,false,false,false,9484,0.049783,false,,33,,2
103,beep,Chris,Adams,false,false,false,false,false,10925,0.129172,false,,18,,1
101,beep,Will,Cass,false,false,false,false,false,8391,0.025474,false,,18,,1
102,beep,Steven,Lambert,false,false,false,false,false,5885,-0.178185,false,,18,,1
100,beep,David,Lyons,false,false,false,false,false,2135,,false,,18,,1
107,beep,Corri,Wilson,false,false,false,false,false,25492,0.307936,true,,19,24,2
104,beep,Lee,Lyons,false,false,false,false,false,10355,-0.057061,false,,19,,1
108,beep,Joseph,Adam-Smith,false,false,false,false,false,1280,,false,,19,,1
106,beep,Richard,Brodie,false,false,false,false,false,855,-0.076535,false,,19,,1
118,beep,Eilidh,Whiteford,true,true,false,false,false,27487,0.189882,true,,21,26,2
117,beep,David,Evans,false,false,false,false,false,2347,-0.06204,false,,21,,1
121,beep,Margaret,Hodge,true,true,false,false,false,24826,0.03365,true,,22,27,2
119,beep,Mina,Rahman,false,false,false,false,false,7019,-0.014966,false,,22,,2
120,beep,Tony,Rablen,false,false,false,false,false,897,0.013849,false,,22,,1
122,beep,Peter,Wilcock,false,false,false,false,false,562,-0.068962,false,,22,,1
123,beep,Joseph,Mambuliya,false,false,false,false,false,183,,false,,22,,1
134,beep,Michael,Dugher,true,true,false,false,false,21079,0.076807,true,,24,29,1
132,beep,Katharine,Harborne,false,false,false,false,false,5622,-0.018916,false,,24,,2
139,beep,Tony,Devoy,false,false,false,false,false,647,,false,,24,,1
133,beep,Kevin,Riddiough,false,false,false,false,false,440,,false,,24,,1
136,beep,Ralph,Dyson,false,false,false,false,false,364,,false,,24,,1
138,beep,Billy,Marsden,false,false,false,false,false,103,,false,,24,,1
143,beep,John,Woodcock,true,true,false,false,false,18320,-0.057714,true,,25,31,1
145,beep,Nigel,Cecil,false,false,false,false,false,5070,0.098098,false,,25,,1
144,beep,Clive,Peaple,false,false,false,false,false,1169,-0.07325,false,,25,,1
141,beep,Robert,O'Hara,false,false,false,false,false,1061,0.012506,false,,25,,1
142,beep,Ian,Jackson,false,false,false,true,false,130,,false,,25,,1
154,beep,Alan,Stone,false,false,false,false,false,8290,0.115207,false,,27,,1
153,beep,Janice,Spalding,false,false,false,false,false,3919,-0.171237,false,,27,,2
151,beep,Omar,Selim,false,false,false,true,false,392,,false,,27,,1
157,beep,John,Mann,true,true,false,false,false,23965,-0.018415,true,,28,34,1
159,beep,David,Scott,false,false,false,false,false,7865,0.123685,false,,28,,1
158,beep,Leon,Duveen,false,false,false,false,false,1331,-0.085346,false,,28,,1
156,beep,Kris,Wragg,false,false,false,false,false,1006,,false,,28,,1
169,beep,Jo,Cox,false,false,false,false,false,21826,0.010436,true,,30,36,2
170,beep,John,Lawson,false,false,false,false,false,2396,-0.110922,false,,30,,1
168,beep,Ian,Bullock,false,false,false,false,false,1232,0.012569,false,,30,,1
172,beep,Dawn,Wheelhouse,false,false,false,false,false,123,,false,,30,,2
171,beep,Karl,Varley,false,false,false,false,false,53,,false,,30,,1
174,beep,Jane,Ellison,true,true,false,false,false,26730,0.0503,true,,31,37,2
178,beep,Christopher,Howe,false,false,false,false,false,1586,0.020729,false,,31,,1
184,beep,Bob,Stewart,true,true,false,false,false,27955,-0.00591,true,,33,39,1
188,beep,Rob,Bryant,false,false,false,false,false,6108,0.092631,false,,33,,1
187,beep,Anuja,Prashar,false,false,false,false,false,3378,-0.136567,false,,33,,2
185,beep,Ruth,Fabricant,false,false,false,false,false,1878,0.025731,false,,33,,2
192,beep,Patrick,Hall,false,true,false,false,false,18528,0.043,false,,34,41,1
194,beep,Charlie,Smith,false,false,false,false,false,4434,0.071024,false,,34,,1
193,beep,Mahmud,Rogers,false,false,false,false,false,1958,-0.156109,false,,34,,1
191,beep,Faruk,Choudhury,false,false,false,true,false,129,,false,,34,,1
98,beep,Maurice,Jackson,false,false,false,false,false,8468,0.173716,false,,17,,1
109,beep,Victoria,Prentis,false,false,false,false,false,30749,0.001944,true,,20,25,2
114,beep,Dickie,Bird,false,false,false,false,false,8050,0.088882,false,,20,,1
112,beep,John,Howson,false,false,false,false,false,3440,-0.144748,false,,20,,1
110,beep,Ian,Middleton,false,false,false,false,false,2686,0.029252,false,,20,,1
128,beep,Dan,Jarvis,true,true,false,false,false,20376,0.084722,true,,23,28,1
125,beep,Kay,Carter,false,false,false,false,false,5485,-0.022617,false,,23,,2
127,beep,Michael,Short,false,false,false,false,false,938,,false,,23,,1
129,beep,David,Ridgway,false,false,false,false,false,770,-0.151745,false,,23,,1
130,beep,Dave,Gibson,false,false,false,false,false,573,,false,,23,,1
126,beep,Ian,Sutton,false,false,false,false,false,477,,false,,23,,1
146,beep,John,Baron,true,true,false,false,false,22668,-0.000544,true,,26,32,1
148,beep,Martin,Thompson,false,false,false,false,false,1636,-0.119259,false,,26,,1
160,beep,Ben,Howlett,false,false,false,false,false,17833,0.064443,true,,29,35,1
164,beep,Ollie,Middleton,false,false,false,false,false,6216,0.062743,false,,29,,1
162,beep,Dominic,Tristram,false,false,false,false,false,5634,0.095662,false,,29,,1
166,beep,Julian,Deverell,false,false,false,false,false,2922,0.043049,false,,29,,1
163,beep,Loraine,Morgan-Brinkhurst,false,false,false,true,false,499,,false,,29,,2
161,beep,Jenny,Knight,false,false,false,false,false,63,,false,,29,,2
179,beep,Dominic,Grieve,true,true,false,false,false,33621,0.021764,true,,32,38,1
181,beep,Tony,Clements,false,false,false,false,false,6074,-0.002627,false,,32,,1
180,beep,Dave,Hampton,false,false,false,false,false,2231,0.027334,false,,32,,1
204,beep,Gerry,Kelly,false,false,false,false,false,13770,-0.00106,false,,36,,1
209,beep,Jonathan,Bell,false,false,false,false,false,8654,-0.014797,false,,37,,1
219,beep,Gerry,Carroll,false,false,false,false,false,6798,,false,,38,,1
231,beep,Simon,Hughes,true,true,false,false,false,17657,-0.140167,false,,39,48,1
234,beep,John,Lamont,false,false,false,false,false,19817,0.0223,false,,40,49,1
249,beep,Matt,Smith,false,false,false,false,false,8070,0.013092,false,,42,,1
260,beep,Margaret,Pinder,false,false,false,false,false,13160,0.038843,false,,43,,2
268,beep,Geoffrey,Bastin,false,false,false,false,false,10170,,false,,44,,1
272,beep,Stefano,Borella,false,false,false,false,false,11451,-0.00303,false,,45,,1
275,beep,Clark,Vasey,false,false,false,false,false,5816,-0.04073,false,,46,,1
287,beep,Robert,Alden,false,false,false,false,false,10695,-0.017757,false,,48,,1
202,beep,Nigel,Dodds,true,true,false,false,false,19096,0.070026,true,,36,44,1
205,beep,Alban,Maginness,false,false,false,false,false,3338,-0.040603,false,,36,,1
201,beep,Jason,O'Neill,false,false,false,false,false,2941,0.02355,false,,36,,1
206,beep,Gemma,Weir,false,false,false,false,false,919,,false,,36,,2
203,beep,Fra,Hughes,false,false,false,true,false,529,,false,,36,,1
207,beep,Paula,Bradshaw,false,false,false,false,false,6711,0.022673,false,,37,,2
211,beep,Máirtín,Ó Muilleoir,false,false,false,false,false,5402,,false,,37,,1
215,beep,Rodney,McCune,false,false,false,false,false,3549,,false,,37,,1
210,beep,Clare,Bailey,false,false,false,false,false,2238,0.027143,false,,37,,2
214,beep,Bob,Stoker,false,false,false,false,false,1900,,false,,37,,1
208,beep,Ben,Manton,false,false,false,false,false,582,,false,,37,,1
213,beep,Lily,Kerr,false,false,false,false,false,361,,false,,37,,2
229,beep,Neil,Coyle,false,false,false,false,false,22146,0.138164,true,,39,47,1
226,beep,JP,Floru,false,false,false,false,false,6051,-0.053391,false,,39,,1
227,beep,William,Lavin,false,false,false,false,false,2023,0.023259,false,,39,,1
230,beep,Kingsley,Abrams,false,false,false,false,false,142,,false,,39,,1
228,beep,Lucy,Hall,false,false,false,true,false,72,,false,,39,,2
225,beep,Donald,Cole,false,false,false,false,false,59,,false,,39,,1
232,beep,Steve,Freeman,false,false,false,false,false,20,,false,,39,,1
239,beep,Calum,Kerr,false,false,false,false,false,20145,0.274271,true,,40,51,1
238,beep,Michael,Moore,true,true,false,false,false,10294,-0.266509,false,,40,50,1
240,beep,Peter,Neilson,false,false,false,false,false,1316,0.011771,false,,40,,1
235,beep,Pauline,Stewart,false,false,false,false,false,631,,false,,40,,2
236,beep,Jesse,Rae,false,false,false,true,false,135,,false,,40,,1
251,beep,Rushanara,Ali,true,true,false,false,false,32387,0.182525,true,,42,53,2
250,beep,Alistair,Polson,false,false,false,false,false,4906,0.075825,false,,42,,1
257,beep,Paula,McQueen,false,false,false,false,false,3219,,false,,42,,2
253,beep,Teena,Lashmore,false,false,false,false,false,2395,-0.156016,false,,42,,2
252,beep,Glyn,Robbins,false,false,false,false,false,949,,false,,42,,1
247,beep,Jonathan,Dewey,false,false,false,false,false,303,,false,,42,,1
256,beep,Alasdair,Henderson,false,false,false,false,false,203,,false,,42,,1
255,beep,Elliot,Ball,false,false,false,false,false,78,,false,,42,,1
254,beep,Jason,Pavlou,false,false,false,false,false,58,,false,,42,,1
258,beep,Graham,Stuart,true,true,false,false,false,25363,0.010364,true,,43,54,1
262,beep,Gary,Shores,false,false,false,false,false,8794,0.132261,false,,43,,1
261,beep,Denis,Healy,false,false,false,false,false,2900,-0.171944,false,,43,,1
263,beep,Lee,Walton,false,false,false,false,false,658,,false,,43,,1
269,beep,David,Evennett,true,true,false,false,false,20643,-0.032159,true,,45,56,1
274,beep,Chris,Attard,false,false,false,false,false,9182,0.17413,false,,45,,1
273,beep,Richard,Davis,false,false,false,false,false,1308,-0.097473,false,,45,,1
271,beep,Stella,Gardiner,false,false,false,false,false,950,0.013155,false,,45,,2
270,beep,Maggi,Young,false,false,false,false,false,151,-0.007335,false,,45,,2
277,beep,Frank,Field,true,true,false,false,false,26468,0.051025,true,,46,57,1
279,beep,Wayne,Harling,false,false,false,false,false,3838,,false,,46,,1
278,beep,Allan,Brame,false,false,false,false,false,1396,-0.149882,false,,46,,1
289,beep,Jack,Dromey,true,true,false,false,false,15824,0.03793,true,,48,59,1
292,beep,Andrew,Garcarz,false,false,false,false,false,6040,0.150456,false,,48,,1
290,beep,Ann,Holtom,false,false,false,false,false,965,-0.133715,false,,48,,2
288,beep,Joe,Belcher,false,false,false,false,false,948,,false,,48,,1
291,beep,Ted,Woodley,false,false,false,false,false,212,,false,,48,,1
293,beep,James,Bird,false,false,false,false,false,8329,0.026815,false,,49,,1
196,beep,Neil,Wilson,false,false,false,false,false,1121,,false,,35,,1
198,beep,Ross,Brown,false,false,false,false,false,1058,,false,,35,,1
199,beep,Niall,Ó Donnghaile,false,false,false,false,false,823,-0.00295,false,,35,,1
200,beep,Mary,Muldoon,false,false,false,false,false,127,-0.007383,false,,35,,2
220,beep,Paul,Maskey,true,true,false,false,false,19163,-0.16838,true,,38,46,1
221,beep,Alex,Attwood,false,false,false,false,false,3475,-0.065365,false,,38,,1
224,beep,Bill,Manwaring,false,false,false,false,false,1088,,false,,38,,1
223,beep,Brian,Higginson,false,false,false,false,false,765,,false,,38,,1
216,beep,Gerard,Catney,false,false,false,false,false,636,-0.000546,false,,38,,1
222,beep,John,Lowry,false,false,false,false,false,597,,false,,38,,1
217,beep,Paul,Shea,false,false,false,false,false,34,,false,,38,,1
245,beep,Julie,Pörksen,false,false,false,false,false,11689,-0.148045,false,,41,,2
244,beep,Scott,Dickinson,false,false,false,false,false,6042,0.017806,false,,41,,1
243,beep,Rachael,Roberts,false,false,false,false,false,1488,,false,,41,,2
242,beep,Neil,Humphrey,false,false,false,false,false,88,,false,,41,,1
264,beep,Huw,Merriman,false,false,false,false,false,30245,0.032102,true,,44,55,1
266,beep,Michelle,Thew,false,false,false,false,false,7797,0.021688,false,,44,,2
267,beep,Rachel,Sadler,false,false,false,false,false,4199,-0.203638,false,,44,,2
265,beep,Jonathan,Kent,false,false,false,false,false,2807,,false,,44,,1
284,beep,Gisela,Stuart,true,true,false,false,false,18518,0.042065,true,,47,58,2
286,beep,Graham,Short,false,false,false,false,false,4154,0.08299,false,,47,,1
282,beep,Phil,Simpson,false,false,false,false,false,1371,0.02192,false,,47,,1
280,beep,Gabriel,Ukandu,false,false,false,false,false,163,,false,,47,,1
283,beep,Henna,Rai,false,false,false,true,false,91,,false,,47,,2
300,beep,Kieran,Mullan,false,false,false,false,false,4707,-0.001522,false,,50,61,1
305,beep,Isabel,Sigmac,false,false,false,false,false,4576,0.008049,false,,51,,2
311,beep,Rachel,Maclean,false,false,false,false,false,15164,0.020901,false,,52,64,2
316,beep,Charlotte,Hodivala,false,false,false,false,false,8869,0.001849,false,,53,,2
322,beep,Alex,Boulter,false,false,false,false,false,13137,-0.02068,false,,54,,2
330,beep,John,Hemming,true,true,false,false,false,10534,-0.139659,false,,55,69,1
339,beep,Rhys,Burris,false,false,false,false,false,7015,0.150893,false,,56,,1
340,beep,Bob,Eastwood,false,false,false,false,false,12002,0.011345,false,,57,,1
348,beep,Martin,Power,false,false,false,false,false,6108,0.138446,false,,58,,1
355,beep,Peter,Anthony,false,false,false,false,false,10963,-0.019962,false,,60,,1
362,beep,Tracey,West,false,false,false,false,false,3419,0.037995,false,,61,,2
372,beep,Mark,Bell,false,false,false,false,false,7863,,false,,62,,1
351,beep,Samuel,Rushworth,false,false,false,false,false,14168,-0.0053,false,,59,1217,1
377,beep,Barry,Elliott,false,false,false,false,false,8584,0.180014,false,,63,,1
387,beep,James,Daly,false,false,false,false,false,14164,-0.0366,false,,66,82,1
10630,beep,,,false,false,false,false,false,9068,,false,,1957,,
296,beep,Jerry,Evans,false,false,false,false,false,5459,-0.129988,false,,49,,1
294,beep,Elly,Stanton,false,false,false,false,false,2200,,false,,49,,2
298,beep,Rashpal,Mondair,false,false,false,false,false,2131,0.0258,false,,49,,1
297,beep,Shiraz,Peer,false,false,false,false,false,780,-0.234616,false,,49,,1
307,beep,Shabana,Mahmood,true,true,false,false,false,26444,0.179524,true,,51,63,2
310,beep,Clair,Braund,false,false,false,false,false,1805,0.025084,false,,51,,2
306,beep,Margaret,Okole,false,false,false,false,false,1501,0.01782,false,,51,,2
309,beep,Timothy,Burton,false,false,false,false,false,216,,false,,51,,1
313,beep,Richard,Burden,true,true,false,false,false,17673,0.013457,true,,52,65,1
315,beep,Keith,Rowe,false,false,false,false,false,7106,0.134757,false,,52,,1
314,beep,Steven,Haynes,false,false,false,false,false,1349,-0.124876,false,,52,,1
312,beep,Anna,Masters,false,false,false,false,false,1169,0.017821,false,,52,,2
324,beep,Stephen,McCabe,true,true,false,false,false,21584,0.091032,true,,54,67,1
326,beep,Steven,Brookes,false,false,false,false,false,5755,0.102769,false,,54,,1
325,beep,Colin,Green,false,false,false,false,false,2517,-0.16716,false,,54,,1
323,beep,Clare,Thomas,false,false,false,false,false,2301,0.036541,false,,54,,2
329,beep,Jess,Phillips,false,false,false,false,false,17129,0.094093,true,,55,68,2
334,beep,Paul,Clayton,false,false,false,false,false,6637,0.132153,false,,55,,1
327,beep,Arun,Photay,false,false,false,false,false,5760,-0.051851,false,,55,,1
331,beep,Teval,Stephens,false,false,false,false,false,187,,false,,55,,1
333,beep,Eamonn,Flynn,false,false,false,false,false,135,,false,,55,,1
332,beep,Peter,Johnson,false,false,false,false,false,71,,false,,55,,1
341,beep,Kate,Hollern,false,false,false,false,false,24762,0.084731,true,,57,71,2
343,beep,Dayle,Taylor,false,false,false,false,false,6280,0.122027,false,,57,,1
342,beep,Gordon,Lishman,false,false,false,false,false,955,-0.130342,false,,57,,1
344,beep,Michelle,Tanfield-Johnson,false,false,false,false,false,5581,-0.032637,false,,58,,2
347,beep,Richard,Gadsden,false,false,false,false,false,874,-0.118568,false,,58,,1
359,beep,Gordon,Marsden,true,true,false,false,false,13548,0.007108,true,,60,75,1
361,beep,Peter,Wood,false,false,false,false,false,5613,0.134631,false,,60,,1
356,beep,Duncan,Royle,false,false,false,false,false,841,,false,,60,,1
360,beep,Bill,Greene,false,false,false,false,false,743,-0.121501,false,,60,,1
358,beep,Andy,Higgins,false,false,false,true,false,655,,false,,60,,1
357,beep,Lawrence,Chard,false,false,false,true,false,73,,false,,60,,1
364,beep,Nick,Smith,true,true,false,false,false,18380,0.056152,true,,61,76,1
366,beep,Steffan,Lewis,false,false,false,false,false,2849,0.048774,false,,61,,1
363,beep,Mark,Pond,false,false,false,false,false,738,,false,,61,,1
365,beep,Samuel,Rees,false,false,false,false,false,620,-0.081836,false,,61,,1
375,beep,Ronnie,Campbell,true,true,false,false,false,17813,0.018297,true,,63,78,1
373,beep,Greg,Munro,false,false,false,false,false,8346,0.050739,false,,63,,1
376,beep,Philip,Latham,false,false,false,false,false,2265,-0.213059,false,,63,,1
374,beep,Dawn,Furness,false,false,false,false,false,1453,,false,,63,,2
380,beep,Alan,Butcher,false,false,false,false,false,6508,-0.002315,false,,64,,1
381,beep,Francis,Oppler,false,false,false,false,false,4240,-0.145303,false,,64,,1
379,beep,Simon,McDougall,false,false,false,false,false,1942,,false,,64,,1
389,beep,David,Crausby,true,true,false,false,false,18541,-0.029558,true,,66,83,1
390,beep,Stephen,Rock,false,false,false,false,false,1236,-0.101317,false,,66,,1
388,beep,Laura,Diggle,false,false,false,false,false,1103,,false,,66,,2
302,beep,Liam,Byrne,true,true,false,false,false,28069,0.164158,true,,50,62,1
303,beep,Phil,Bennion,false,false,false,false,false,2624,-0.213302,false,,50,,1
301,beep,Christopher,Nash,false,false,false,false,false,835,,false,,50,,1
299,beep,Andy,Chaffer,false,false,false,false,false,153,,false,,50,,1
318,beep,Khalid,Mahmood,true,true,false,false,false,23697,0.071491,true,,53,66,1
321,beep,Harjinder,Singh,false,false,false,false,false,5032,0.08212,false,,53,,1
319,beep,Arjun,Singh,false,false,false,false,false,2001,-0.171125,false,,53,,1
317,beep,James,Lovatt,false,false,false,false,false,1330,,false,,53,,1
320,beep,Robert,Punton,false,false,false,false,false,331,,false,,53,,1
337,beep,Helen,Goodman,true,true,false,false,false,16307,0.024486,true,,56,70,2
338,beep,Stephen,White,false,false,false,false,false,1723,-0.179638,false,,56,,1
336,beep,Thom,Robinson,false,false,false,false,false,1545,,false,,56,,1
349,beep,Paul,Maynard,true,true,false,false,false,17508,0.026519,true,,59,74,1
354,beep,Simon,Noble,false,false,false,false,false,5823,0.106947,false,,59,,1
352,beep,Sue,Close,false,false,false,false,false,948,-0.108969,false,,59,,2
350,beep,John,Warnock,false,false,false,false,false,889,,false,,59,,1
353,beep,James,Walsh,false,false,false,false,false,57,,false,,59,,1
371,beep,Jonathan,Wallace,false,false,false,false,false,5497,-0.171127,false,,62,,1
369,beep,Paul,McNally,false,false,false,false,false,1648,,false,,62,,1
383,beep,Peter,Bedford,false,false,false,false,false,10764,-0.001147,false,,65,,1
386,beep,Ray,Calladine,false,false,false,false,false,9228,0.170613,false,,65,,1
385,beep,David,Lomax,false,false,false,false,false,1464,-0.121791,false,,65,,1
399,beep,Julie,Hilling,true,true,false,false,false,18943,0.004623,false,,68,86,2
408,beep,Paul,Nuttall,false,false,false,false,false,4915,0.047949,false,,69,,1
417,beep,Robin,Hunter-Clarke,false,false,false,false,false,14645,0.243285,false,,70,,1
420,beep,Michael,Mullaney,false,false,false,false,false,11951,-0.110452,false,,71,,1
425,beep,Peter,Stokes,false,false,false,false,false,7448,0.033586,false,,72,,1
433,beep,Martin,Houlden,false,false,false,false,false,7745,0.113418,false,,73,,1
436,beep,James,Walsh,false,false,false,false,false,8956,0.000781,false,,74,,1
443,beep,David,Ward,true,true,false,false,false,12228,-0.041754,false,,75,94,1
445,beep,Tanya,Graham,false,false,false,false,false,9878,-0.028378,false,,76,,2
456,beep,George,Galloway,true,true,false,false,false,8557,0.181702,false,,77,97,1
464,beep,Richard,Bingley,false,false,false,false,false,9461,0.137813,false,,78,,1
