id,name,pollingon,isnotional,forparliamentperiod
2,General election on 2015-05-07,2015-05-07,false,56
3,General election on 2017-06-08,2017-06-08,false,57
4,General election on 2019-12-12,2019-12-12,false,58
5,Notional general election on 2019-12-12,2019-12-12,true,58
1,General election on 2010-05-06,2010-05-06,false,55
6,General election on 2024-07-04,2024-07-04,false,59
7,Notional general election on 2005-05-05,2005-05-05,true,54
