"Subject","Predicate","Object"
"http://parliament.uk/ontologies/laying/House","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://parliament.uk/ontologies/laying/"
"http://parliament.uk/ontologies/laying/LayingBody","http://www.w3.org/2000/01/rdf-schema#comment","A body competent to lay papers before a House or Houses."
"http://parliament.uk/ontologies/laying/withdraws","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty"
"http://parliament.uk/ontologies/laying/withdraws","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://parliament.uk/ontologies/laying/"
"http://parliament.uk/ontologies/laying/replaces","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty"
"http://parliament.uk/ontologies/laying/hasSession","http://www.w3.org/2000/01/rdf-schema#label","Has session"
"http://parliament.uk/ontologies/laying/hasLayingDuty","http://www.w3.org/2000/01/rdf-schema#comment","Relates an act of laying a paper to a duty to lay papers under an Act."
"http://parliament.uk/ontologies/laying/hasLayingPerson","http://www.w3.org/2000/01/rdf-schema#label","Has laying person"
"http://parliament.uk/ontologies/laying/withdrawnOn","http://www.w3.org/2000/01/rdf-schema#comment","Relates an act of withdrawal of a paper to the date on which the withdrawal occurs. This date falls within a parliamentary session or prorogation period, and not during a dissolution period."
"http://parliament.uk/ontologies/laying/hasLayingAuthority","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://parliament.uk/ontologies/laying/"
"http://parliament.uk/ontologies/laying/hasLayingDuty","http://www.w3.org/2000/01/rdf-schema#label","Has laying duty"
"http://parliament.uk/ontologies/laying/laidOn","http://www.w3.org/2000/01/rdf-schema#domain","http://parliament.uk/ontologies/laying/Laying"
"http://parliament.uk/ontologies/laying/LaidPaper","http://www.w3.org/2000/01/rdf-schema#label","Laid paper"
"http://parliament.uk/ontologies/laying/hasSession","http://www.w3.org/2000/01/rdf-schema#comment","Relates an act of laying or withdrawing a paper to the session which the paper is laid into or withdrawn from. Papers laid during a prorogation period are considered laid into the session which has been prorogued."
