id,procedure_statutory_instrument_name,statutory_instrument_number,statutory_instrument_number_prefix,statutory_instrument_number_year,coming_into_force_note,coming_into_force_date,made_date,web_link,triple_store_id,acts_string,preceding_work_packaged_thing_string
121,Data Retention and Acquisition Regulations 2018,,SI,2018,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2018/9780111170809,P5Zu6fkP,"1334, 2419",
5695,International Atomic Energy Agency (Immunities and Privileges) (Amendment) Order 2023,,SI,2023,In accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2023/9780348248524,nmqh7Bfh,2731,
960,Financial Services (Distance Marketing) (Amendment and Savings Provisions) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111179406,BwJpsBio,"1, 2419",
3090,London Borough of Enfield (Electoral Changes) Order 2020,,SI,2020,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780348209884,nbih9KlY,949,
4662,Boiler Upgrade Scheme (England and Wales) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348232349,buSZXnxf,662,
3036,Electricity and Gas (Internal Markets and Network Codes) (Amendment etc.) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1(2).,,,https://www.legislation.gov.uk/ukdsi/2020/9780348209495,ZBgSvlv2,1,
5676,Environmental Protection (Plastic Plates etc. and Polystyrene Containers etc.) (England) Regulations 2023,,SI,2023,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2023/9780348248272,7tg6mBxx,"1230, 165",
2927,Enterprise Act 2002 (EU Foreign Direct Investment) (Modifications) Regulations 2020,,SI,2020,,2020-10-11 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2020/9780111196717,Ft42gzVb,2419,
568,Justification Decision Power (Amendment) (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111175071,v4pTq3gi,1,
4862,Construction Contracts (England) Exclusion Order 2022,,SI,2022,,2022-10-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2022/9780348235043,xqWzvKiq,711,
7203,Subsidy Control (Subsidies and Schemes of Interest or Particular Interest) (Amendment) Regulations 2025,,SI,2025,,2025-08-04 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2025/9780348272345,Vr17qAVH,6923,
5144,Immigration Skills Charge (Amendment) Regulations 2022,,SI,2022,,2023-01-01 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2022/9780348239614,27qvHfaD,1300,
1125,Rural Development (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111181140,D1lcKBnX,1,612
3309,Nutrition (Amendment etc.) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2020/9780348212549,Zbt2y0t7,"1, 1320",
3042,London Borough of Barnet (Electoral Changes) Order 2020,,SI,2020,in accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2020/9780348209365,p8v3eCZg,949,
2631,Private Security Industry (Licence Fees) Order 2020,,SI,2020,,2020-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2020/9780111192702,RI4HKl1X,334,
