id,name,hasmember
1,Parliamentary facts and figures,"5319, 6072, 6957, 9300, 5314, 5296, 3180, 5315, 9195, 9244, 9078, 4756, 9963, 11239, 9081, 9030, 2060, 2640, 2917, 10374, 5093, 8872, 2948, 3290, 9965, 9962, 3550, 7765, 12925, 5382, 9112, 17407, 5077, 3288, 5439, 5311, 2043, 18247, 4791, 2044, 2053, 5325, 5249, 5454, 5094, 5231, 4747, 5616, 18843, 5254, 18874, 5230, 5917, 2931, 4783, 6954, 8679, 5962, 5078, 12982, 8917, 8918"
