id,name,hasmember,ispromoted
3,POSTbriefs,"8313, 8314, 8315, 8316, 8317, 8318, 8319, 8320, 8321, 8333, 8334, 8335, 10321, 10322, 10335, 10622, 10624, 10887, 10970, 11002, 11141, 11592, 11593, 11883, 11997, 12391, 13153, 13174, 13274, 13692, 13989, 14020, 14097, 14340, 14430, 14606, 14660, 14663, 15088, 15131, 15287, 15302, 15397, 15569, 15736, 15940, 15951, 15985, 16069, 17474, 17504, 17510, 17553, 17609, 17657, 17665, 17680, 17963, 17969, 17974, 17999, 18193, 18291, 18372, 18461, 18567, 18700",false
