id,name,hasmember
2,Economic indicators,"3500, 9975, 10032, 10243, 10262, 10339, 10450, 10632, 10649, 10757, 10919, 10873, 11208, 12418, 12251, 12730, 13051, 13113, 13250, 13292, 13698, 14021, 14518, 10522, 3548, 3497, 3502, 3525, 3433, 3498, 3448, 3473, 3523, 3471, 3512, 3547, 14775, 5844, 3464, 3511, 3516, 3526, 3362, 5845, 3549, 3472"
