"Subject","Predicate","Object"
"http://parliament.uk/ontologies/treaty/seriesItemCitation","http://www.w3.org/2000/01/rdf-schema#label","Series item citation"
"http://parliament.uk/ontologies/treaty/requiresPassageOfDraftAndMadeStatutoryInstrumentSubjectToParliamentaryProcedure","http://www.w3.org/2000/01/rdf-schema#label","Requires passage of a draft or made Statutory Instrument subject to parliamentary procedure"
"http://parliament.uk/ontologies/treaty/asSeriesItem","http://www.w3.org/2000/01/rdf-schema#domain","http://parliament.uk/ontologies/treaty/TreatyAsLaid"
"http://parliament.uk/ontologies/treaty/commandPaperPrefix","http://www.w3.org/2000/01/rdf-schema#label","Command Paper prefix"
"http://parliament.uk/ontologies/treaty/requiresPassageOfBill","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://parliament.uk/ontologies/treaty/"
"http://parliament.uk/ontologies/treaty/TreatySeries","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://parliament.uk/ontologies/treaty/"
"http://parliament.uk/ontologies/treaty/Bill","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://parliament.uk/ontologies/treaty/"
"http://parliament.uk/ontologies/treaty/requiresPassageOfDraftAndMadeStatutoryInstrumentSubjectToParliamentaryProcedure","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty"
"n6ec8be64fde94748a113b16abf0ade83b3","http://xmlns.com/foaf/0.1/name","Jack Dent"
"http://parliament.uk/ontologies/treaty/requiresPassageOfBill","http://www.w3.org/2000/01/rdf-schema#label","Requires passage of bill"
"http://parliament.uk/ontologies/treaty/Treaty","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Class"
"http://parliament.uk/ontologies/treaty/TreatySeriesItem","http://www.w3.org/2000/01/rdf-schema#comment","A treaty is published in a treaty series as a treaty series item. At any time, a treaty series item is always in a treaty series. A treaty may be placed in a new treaty series by means of a new treaty series item. Treaty series are defined by the Foreign and Commonwealth Office. The Country Series lists bilateral agreements which are not yet in force. The European Union Series lists multilateral agreements between member states of the European Union, or between third parties and member states of the European Union, which are not yet in force for the UK. The Miscellaneous Series lists multilateral agreements where the UK is a signatory and which are not yet in force. A treaty subject to the Constitutional Reform and Governance Act 2010 is listed in one of the Country, European Union or Miscellaneous series when first laid before Parliament. If Parliament does not object to ratification of the treaty, the treaty becomes available to the government to ratify and then may come into force. Once a treaty has entered into force it is published in the FCO Treaty Series. The Treaty Series lists agreements that have completed all necessary procedures and are now in force for the UK."
"http://parliament.uk/ontologies/treaty/laidAs","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty"
