id,title,weblink,enabledby,triplestoreid
538,"Equine (Records, Identification and Movement) (Amendment) (EU Exit) Regulations 2018",https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-equine-records-identification-and-movement-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,K2ZUvdDt
539,Zoonotic Disease Eradication and Control (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-zoonotic-disease-eradication-and-control-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,lvaHA0Zb
540,Marine Environment (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-marine-environment-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,m2L0er6N
541,Environmental Impact Assessment (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-environmental-impact-assessment-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,PyrWyl33
542,Zoonotic Disease Eradication and Control (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-zoonotic-disease-eradication-and-control-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,pkzDs7EB
547,Common Agricultural Policy and Agriculture and Horticulture Development Board (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-common-agricultural-policy-and-agriculture-and-horticulture-development-board-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,tHdIeD1P
548,European Structural and Investment Funds Common Provisions Rules etc. (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-european-structural-and-investment-funds-common-provisions-rules-etc-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,DMsHxfb6
549,Water and Floods (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-water-and-floods-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,nMjegdkH
550,Leghold Trap and Pelt Imports (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-leghold-trap-and-pelt-imports-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,EX3YeI1R
556,Fertilisers (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-fertilisers-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,yqQSBErl
557,"Official Controls (Animals, Feed and Food) (Amendment) (Northern Ireland) (EU Exit) Regulations 2018",https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-official-controls-animals-feed-and-food-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,40IYhquF
558,Transmissible Spongiform Encephalopathies and Animal By-Products (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-transmissible-spongiform-encephalopathies-and-animal-by-products-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,MISIkDAU
559,Aquatic Animal Health and Alien Species in Aquaculture (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-aquatic-animal-health-and-alien-species-in-aquaculture-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,CQDu32DF
560,Criminal Justice (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-criminal-justice-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,mqo7oyqi
561,CRC Energy Efficiency Scheme (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-crc-energy-efficiency-scheme-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,xU0rC9VL
562,International Waste Shipments (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-international-waste-shipments-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,niLFu3J7
563,Energy Savings Opportunity Scheme (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-energy-savings-opportunity-scheme-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,OMEAlbGI
564,Air Quality (Amendment of Domestic Regulations) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-air-quality-amendment-of-domestic-regulations-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,FMQD5WPe
565,Air Quality (Miscellaneous Amendment and Revocation of Retained Direct EU Legislation) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-air-quality-miscellaneous-amendment-and-revocation-of-retained-direct-eu-legislation-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,VrA1jzQi
575,Radio Spectrum (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-radio-spectrum-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,72IlGjTv
576,European Institutions and Consular Protection (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-european-institutions-and-consular-protection-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,VOrmbZrN
577,Veterinary Medicines and Animals and Animal Products (Examination of Residues and Maximum Residue Limits) (Amendments etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-veterinary-medicines-and-animals-and-animal-products-examination-of-residues-and-maximum-residues-limits-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,PhYgcp2k
578,Horizon 2020 Framework Programme for Research and Innovation (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-horizon-2020-framework-programme-for-research-and-innovation-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,1EU9J3cE
588,Trade in Animals and Related Products (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-trade-in-animals-and-related-products-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,yfOUrms7
589,Renewables Obligation (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-renewables-obligation-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,jf7aK3no
590,Merchant Shipping (Marine Equipment) (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-merchant-shipping-marine-equipment-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,jbn8zhYE
591,Common Fisheries Policy (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-common-fisheries-policy-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,GQR4pwqC
599,Equine Identification (England) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-equine-identification-england-amendment-eu-exit-regulation-2018,urn:procedure-editor:ActOfParliament:1,kZoqG6a3
600,Zoonotic Disease Eradication and Control (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-zoonotic-disease-eradication-and-control-amendment-northern-ireland-eu-exit-regulation-2018,urn:procedure-editor:ActOfParliament:1,pRhCUEnn
601,Environmental Permitting (England and Wales) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-environmental-permitting-england-and-wales-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,f6jhuFzo
602,Health and Safety (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-health-and-safety-amendment-northern-ireland-eu-exit-regulation-2018,urn:procedure-editor:ActOfParliament:1,9eC2graU
608,Shipments of Radioactive Substances (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-shipments-of-radioactive-substances-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,XQwt9AID
609,European Union (Withdrawal) Act 2018 (Consequential Modifications and Repeals and Revocations) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-european-union-withdrawal-act-2018-consequential-modifications-and-repeals-and-revocations-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,wuMQOqKD
610,Protocol 1 to the EEA Agreement (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-protocol-1-to-the-eea-agreement-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,olDFn77w
611,Animal Breeding (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-animal-breeding-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,VUWxOw5e
612,Rural Development (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-rural-development-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,hxFbF97K
613,European Structural and Investment Funds Common Provisions (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-european-structural-and-investment-funds-common-provisions-amendments-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,QG7vPUPU
615,Rural Development (Rules and Decisions) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-rural-development-rules-and-decisions-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,0cmEER5k
618,Intelligent Transport Systems (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-intelligent-transport-systems-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,993nus6r
621,Common Agricultural Policy (Direct Payments to Farmers) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-common-agricultural-policy-direct-payments-to-farmers-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,0fiVIkr8
623,Exotic Disease (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-exotic-disease-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,G8hQH6hv
639,Sanctions (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-sanctions-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,iwPq7SC5
645,Statistics of Trade (Amendment etc.) (EU Exit) (Regulations) 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-statistics-of-trade-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,EfYJZWCF
651,"Livestock (Records, Identification and Movement) (Amendment) (Northern Ireland) (EU Exit) Regulations 2018",https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-livestock-records-identification-and-movement-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,alhgPc4T
652,"Investment Exchanges, Clearing Houses and Central Securities Depositories (Amendment) (EU Exit) Regulations 2018",https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-investment-exchanges-clearing-houses-and-central-securities-depositories-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,fJnkoeNZ
653,Electronic Identification and Trust Services for Electronic Transactions (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-electronic-identification-and-trust-services-for-electronic-transactions-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,fwuNssxf
655,Credit Institutions and Insurance Undertakings Reorganisation and Winding Up (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-credit-institutions-and-insurance-undertakings-reorganisation-and-winding-up-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,44rGiusV
656,Animal Health and Welfare (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-animal-health-and-welfare-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,1xvVHI6W
665,Trade in Animals and Related Products (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-trade-in-animals-and-related-products-amendment-eu-exit-regulation-2018,urn:procedure-editor:ActOfParliament:1,ta5pJkR8
666,Ionising Radiation (Environmental and Public Protection) (Miscellaneous Amendments) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-ionising-radiation-environmental-and-public-protection-miscellaneous-amendments-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,DrMvvXB3
667,Water (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-water-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,dPKNUtam
669,Statistics of Trade (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-statistics-of-trade-amendment-etc-eu-exit-regulation-2018,urn:procedure-editor:ActOfParliament:1,VMfdhVsv
670,Electronic Identification and Trust Services for Electronic Transactions (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-electronic-identification-and-trust-services-for-electronic-transactions-amendment-etc-eu-exit-regulation-2018,urn:procedure-editor:ActOfParliament:1,5BhtbIzR
673,Marketing of Seeds and Plant Propagating Material (Amendment) (England and Wales) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-marketing-of-seeds-and-plant-propagating-material-amendment-england-and-wales-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,UpYD0YnD
680,Plant Breeders' Rights (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-plant-breeders-rights-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,XQq1bJo0
691,Fisheries (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-fisheries-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,j4S9UDPX
692,Marketing of Seeds and Plant Propagating Material (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-marketing-of-seeds-and-plant-propagating-material-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,CDoYibPB
693,Marketing of Seeds and Plant Propagating Material (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-marketing-of-seeds-and-plant-propagating-material-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,gDsKFUiD
694,Fisheries (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-fisheries-amendment-northern-ireland-eu-exit-regulation-2018,urn:procedure-editor:ActOfParliament:1,aR3ALstB
703,Merchant Shipping (Marine Equipment) (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-merchant-shipping-marine-equipment-amendment-etc-eu-exit-regulation-2018,urn:procedure-editor:ActOfParliament:1,5toZcb2J
704,Law Applicable to Contractual Obligations and Non-Contractual Obligations (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-law-applicable-to-contractual-obligations-and-non-contractual-obligations-amendment-etc-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,E5GoYAM7
708,Greenhouse Gas Emissions Trading Scheme (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-greenhouse-gas-emissions-trading-scheme-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,KdGC04WG
709,Protocol 1 to the EEA Agreement (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-protocol-1-to-the-eea-agreement-amendment-eu-exit-regulation-2018,urn:procedure-editor:ActOfParliament:1,WmNFtjMz
710,Road Vehicles and Non-Road Mobile Machinery (Type-Approval) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-road-vehicles-and-non-road-mobile-machinery-type-approval-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,LHaEGbOB
726,Pesticides and Fertilisers (Miscellaneous Amendments) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-pesticides-and-fertilisers-miscellaneous-amendments-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,cXg6Eae7
727,Electronic Identification and Trust Services for Electronic Transactions (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-electronic-identification-and-trust-services-for-electronic-transactions-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,eWEoNf32
744,Pesticides (Amendment) (Northern Ireland) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-pesticides-amendment-northern-ireland-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,Utfu9w1N
745,Pesticides and Fertilisers (Miscellaneous Amendments) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-pesticides-and-fertilisers-miscellaneous-amendments-eu-exit-regulation-2019,urn:procedure-editor:ActOfParliament:1,4bWGPp8y
746,Social Security Coordination (Council Regulation (EEC) No 1408/71 and Council Regulation (EC) No 859/2003) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-social-security-coordination-council-regulation-eec-no-1408-71-and-council-regulation-ec-no-859-2003-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,N5JJNLSB
747,Social Security Coordination (Council Regulation (EEC) No 574/72) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-social-security-coordination-council-regulation-eec-no-574-72-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,ecEwXXUK
748,"Social Security Coordination (Regulation (EC) No 883/2004, EEA Agreement and Swiss Agreement) (Amendment) (EU Exit) Regulations 2018",https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-social-security-coordination-regulation-ec-no-883-2004-eea-agreement-and-swiss-agreement-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,VJEz5Y9i
749,Social Security Coordination (Regulation (EC) No 987/2009) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-social-security-coordination-regulation-ec-no-987-2009-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,hy2TT2Jn
759,Motor Vehicles (Compulsory Insurance) (Amendment etc.) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-motor-vehicles-compulsory-insurance-amendment-etc-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,I5UYywv3
760,EU Export Credits Legislation (Revocation) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-eu-export-credits-legislation-revocation-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,dXG5AxDh
770,Common Agricultural Policy (Rules for Direct Payments) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-common-agricultural-policy-rules-for-direct-payments-amendment-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,Z5PjLCW2
771,Electricity and Gas (Market Integrity and Transparency) (Amendment) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-electricity-and-gas-market-integrity-and-transparency-amendment-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,14BTT6p1
772,Common Agricultural Policy (Direct Payments to Farmers) (Amendment) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-common-agricultural-policy-direct-payments-to-farmers-amendment-eu-exit-regulation-2018,urn:procedure-editor:ActOfParliament:1,xnhKsK53
773,Electricity Network Codes and Guidelines (Markets and Trading) (Amendment) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-electricity-network-codes-and-guidelines-markets-and-trading-amendment-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,YQKztq1B
774,Electricity Network Codes and Guidelines (System Operation and Connection) (Amendment etc.) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-electricity-network-codes-and-guidelines-system-operation-and-connection-amendment-etc-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,ofNOzPgc
775,Electricity and Gas etc. (Amendment etc.) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-electricity-and-gas-etc-amendment-etc-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,fw4Ni0cj
778,Gas (Security of Supply and Network Codes) (Amendment) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-gas-security-of-supply-and-network-codes-amendment-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,SZTIIJha
784,Trade in Animals and Related Products (Amendment) (Northern Ireland) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-trade-in-animals-and-related-products-amendment-northern-ireland-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,mTTwYYe3
785,Electronic Commerce (Amendment etc.) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-electronic-commerce-amendment-etc-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,6XgHPEgz
786,Genetically Modified Organisms (Amendment) (Northern Ireland) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-genetically-modified-organisms-amendment-northern-ireland-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,smBVQL0b
787,Waste (Miscellaneous Amendments) (EU Exit) (No. 2) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-waste-miscellaneous-amendments-eu-exit-no-2-regulations-2019,urn:procedure-editor:ActOfParliament:1,udkqbWq9
788,"Merchant Shipping (Standards of Training, Certification and Watchkeeping) (Amendment) (EU Exit) Regulations 2019",https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-merchant-shipping-standards-of-training-certification-and-watchkeeping-amendment-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,1QCe6OaX
799,Driving Licences (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-driving-licences-amendment-northern-ireland-eu-exit-regulations-2018,urn:procedure-editor:ActOfParliament:1,80gEAdJe
817,Social Security Coordination (Council Regulation (EEC) No 1408/71 and Council Regulation (EC) No 859/2003) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-social-security-coordination-council-regulation-eec-no-1408-71-and-council-regulation-ec-no-859-2003-amendment-eu-exit-regulations-2018-9,urn:procedure-editor:ActOfParliament:1,hfa2r0oY
818,Social Security Coordination (Council Regulation (EEC) No 574/72) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-social-security-coordination-council-regulation-eec-no-574-72-amendment-eu-exit-regulations-2018-19,urn:procedure-editor:ActOfParliament:1,e6ZGnQ05
819,"Social Security Coordination (Regulation (EC) No 883/2004, EEA Agreement and Swiss Agreement) (Amendment) (EU Exit) Regulations 2018",https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-social-security-coordination-regulation-ec-no-883-2004-eea-agreement-and-swiss-agreement-amendment-eu-exit-regulations-2018-9,urn:procedure-editor:ActOfParliament:1,SCYVhCre
820,Social Security Coordination (Regulation (EC) No 987/2009) (Amendment) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-social-security-coordination-regulation-ec-no-987-2009-amendment-eu-exit-regulations-2018-9,urn:procedure-editor:ActOfParliament:1,A2ijxiAM
827,Connecting Europe Facility (Revocation) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-connecting-europe-facility-revocation-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,2SQFt4Kr
830,Export Control (Amendment) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-export-control-amendment-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,G7Ccfc7x
831,Transmissible Spongiform Encephalopathies and Animal By-Products (Amendment etc.) (EU Exit) Regulations 2018,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-transmissible-spongiform-encephalopathies-and-animal-by-products-amendment-etc-eu-exit-regulation-2018,urn:procedure-editor:ActOfParliament:1,pQGIv0UU
846,Environmental Protection (Amendment) (Northern Ireland) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-environmental-protection-amendment-northern-ireland-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,KhjvIjiK
864,"Metrology, Health and Safety and Product Safety (Amendment) (Northern Ireland) (EU Exit) Regulations 2019",https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-metrology-health-and-safety-and-product-safety-amendment-northern-ireland-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,S8cUvus0
865,Overseas Association Decision (Revocation) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-overseas-association-decision-revocation-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,RfMXJg3o
876,Animal By-Products and Transmissible Spongiform Encephalopathies (Amendment) (Northern Ireland) (EU Exit) Regulations 2019,https://www.gov.uk/eu-withdrawal-act-2018-statutory-instruments/the-animal-by-products-and-transmissible-spongiform-encephalopathies-amendment-northern-ireland-eu-exit-regulations-2019,urn:procedure-editor:ActOfParliament:1,m7gwOpbV
