id,title,royalassentdate,year,chapternumber,legislationgovuri,dataparliamenturi,triplestoreid
2897,Selective Employment Payments Act 1966,1966-08-09,1966,32,https://www.legislation.gov.uk/id/ukpga/1966/32,http://data.parliament.uk/publicgeneralact/1966/32,UVr2MseJ
2898,Prices and Incomes Act 1966,1966-08-12,1966,33,,http://data.parliament.uk/publicgeneralact/1966/33,RxCiGBZS
2899,Industrial Development Act 1966,1966-08-12,1966,34,https://www.legislation.gov.uk/id/ukpga/1966/34,http://data.parliament.uk/publicgeneralact/1966/34,N14mkuJI
2900,Family Provision Act 1966,1966-11-17,1966,35,https://www.legislation.gov.uk/id/ukpga/1966/35,http://data.parliament.uk/publicgeneralact/1966/35,MMFbM0bj
2901,Veterinary Surgeons Act 1966,1966-11-17,1966,36,https://www.legislation.gov.uk/id/ukpga/1966/36,http://data.parliament.uk/publicgeneralact/1966/36,W6MiVXUs
2902,Barbados Independence Act 1966,1966-11-17,1966,37,https://www.legislation.gov.uk/id/ukpga/1966/37,http://data.parliament.uk/publicgeneralact/1966/37,KFmNZrVD
2903,Sea Fisheries Regulation Act 1966,1966-11-17,1966,38,https://www.legislation.gov.uk/id/ukpga/1966/38,http://data.parliament.uk/publicgeneralact/1966/38,iuKXmWhm
2904,Land Registration Act 1966,1966-12-13,1966,39,https://www.legislation.gov.uk/id/ukpga/1966/39,http://data.parliament.uk/publicgeneralact/1966/39,ls2141mq
2905,Expiring Laws Continuance Act 1966,1966-12-13,1966,40,,http://data.parliament.uk/publicgeneralact/1966/40,oWEDkt9r
2906,Arbitration (International Investment Disputes) Act 1966,1966-12-13,1966,41,https://www.legislation.gov.uk/id/ukpga/1966/41,http://data.parliament.uk/publicgeneralact/1966/41,QJ4Jh3nY
2907,Local Government Act 1966,1966-12-13,1966,42,https://www.legislation.gov.uk/id/ukpga/1966/42,http://data.parliament.uk/publicgeneralact/1966/42,OZOyeQ4n
2908,Tribunals and Inquiries Act 1966,1966-12-13,1966,43,,http://data.parliament.uk/publicgeneralact/1966/43,o7ZeCYo4
2909,New Towns Act 1966,1966-12-13,1966,44,,http://data.parliament.uk/publicgeneralact/1966/44,vUqtee0y
2910,Armed Forces Act 1966,1966-12-21,1966,45,https://www.legislation.gov.uk/id/ukpga/1966/45,http://data.parliament.uk/publicgeneralact/1966/45,nmPhxMSx
2911,Bus Fuel Grants Act 1966,1966-12-21,1966,46,https://www.legislation.gov.uk/id/ukpga/1966/46,http://data.parliament.uk/publicgeneralact/1966/46,SZWYjRBu
2912,National Coal Board (Additional Powers) Act 1966,1966-12-21,1966,47,https://www.legislation.gov.uk/id/ukpga/1966/47,http://data.parliament.uk/publicgeneralact/1966/47,C274v7q1
2913,Films Act 1966,1966-12-21,1966,48,https://www.legislation.gov.uk/id/ukpga/1966/48,http://data.parliament.uk/publicgeneralact/1966/48,K03wNJl3
2914,Housing (Scotland) Act 1966,1966-12-21,1966,49,,http://data.parliament.uk/publicgeneralact/1966/49,K6yy7PzG
2915,Consolidated Fund Act 1965,1965-02-04,1965,1,,http://data.parliament.uk/publicgeneralact/1965/1,5SLbVtjr
2916,Administration of Justice Act 1965,1965-03-23,1965,2,https://www.legislation.gov.uk/id/ukpga/1965/2,http://data.parliament.uk/publicgeneralact/1965/2,v0ORRqQ5
2917,Criminal Evidence Act 1965,1965-06-02,1965,20,,http://data.parliament.uk/publicgeneralact/1965/20,IAwX52DH
2918,Development of Inventions Act 1965,1965-06-02,1965,21,,http://data.parliament.uk/publicgeneralact/1965/21,VCkDPqBX
2919,Law Commissions Act 1965,1965-06-15,1965,22,,http://data.parliament.uk/publicgeneralact/1965/22,YnYAZWI8
2920,Appropriation Act 1965,1965-08-05,1965,23,,http://data.parliament.uk/publicgeneralact/1965/23,DGfN0HBr
2921,Severn Bridge Tolls Act 1965,1965-08-05,1965,24,,http://data.parliament.uk/publicgeneralact/1965/24,dUQWokdr
2922,Finance Act 1965,1965-08-05,1965,25,https://www.legislation.gov.uk/id/ukpga/1965/25,http://data.parliament.uk/publicgeneralact/1965/25,uOycsSs2
2923,Criminal Justice Act 1965,1965-08-05,1965,26,,http://data.parliament.uk/publicgeneralact/1965/26,u1txVefu
2924,Lost Property (Scotland) Act 1965,1965-08-05,1965,27,,http://data.parliament.uk/publicgeneralact/1965/27,wJRRa6cx
2925,Justices of the Peace Act 1965,1965-08-05,1965,28,,http://data.parliament.uk/publicgeneralact/1965/28,X3KxT5wF
2926,Solicitors (Scotland) Act 1965,1965-08-05,1965,29,,http://data.parliament.uk/publicgeneralact/1965/29,FXq2MSSY
2927,Remuneration of Teachers Act 1965,1965-03-23,1965,3,,http://data.parliament.uk/publicgeneralact/1965/3,XnSzOxun
2928,Highways (Amendment) Act 1965,1965-08-05,1965,30,,http://data.parliament.uk/publicgeneralact/1965/30,PKCZ4hQs
2929,Solicitors Act 1965,1965-08-05,1965,31,,http://data.parliament.uk/publicgeneralact/1965/31,Cu8QLYza
2930,Administration of Estates (Small Payments) Act 1965,1965-08-05,1965,32,https://www.legislation.gov.uk/id/ukpga/1965/32,http://data.parliament.uk/publicgeneralact/1965/32,fk5az7js
2931,Control of Office and Industrial Development Act 1965,1965-08-05,1965,33,,http://data.parliament.uk/publicgeneralact/1965/33,TiZCtWPi
2932,British Nationality Act 1965,1965-08-05,1965,34,,http://data.parliament.uk/publicgeneralact/1965/34,0DEKjK8f
2933,Shops (Early Closing Days) Act 1965,1965-08-05,1965,35,https://www.legislation.gov.uk/id/ukpga/1965/35,http://data.parliament.uk/publicgeneralact/1965/35,OjRLlELL
2934,Gas Act 1965,1965-08-05,1965,36,https://www.legislation.gov.uk/id/ukpga/1965/36,http://data.parliament.uk/publicgeneralact/1965/36,MeZcrZxe
2935,Carriage of Goods by Road Act 1965,1965-08-05,1965,37,https://www.legislation.gov.uk/id/ukpga/1965/37,http://data.parliament.uk/publicgeneralact/1965/37,n52ZstlU
2936,Overseas Development and Service Act 1965,1965-08-05,1965,38,,http://data.parliament.uk/publicgeneralact/1965/38,V0nLgZjd
2937,Criminal Procedure (Scotland) Act 1965,1965-08-05,1965,39,,http://data.parliament.uk/publicgeneralact/1965/39,ljfnldEq
2938,Science and Technology Act 1965,1965-03-23,1965,4,https://www.legislation.gov.uk/id/ukpga/1965/4,http://data.parliament.uk/publicgeneralact/1965/4,cqobrn31
2939,Housing (Amendment) (Scotland) Act 1965,1965-08-05,1965,40,,http://data.parliament.uk/publicgeneralact/1965/40,ayI4fae6
2940,Local Government (Scotland) Act 1947 (Amendment) Act 1965,1965-08-05,1965,41,,http://data.parliament.uk/publicgeneralact/1965/41,JfNdbKLr
2941,Public Health (Notification of Births) Act 1965,1965-08-05,1965,42,https://www.legislation.gov.uk/id/ukpga/1965/42,http://data.parliament.uk/publicgeneralact/1965/42,7owoM7Z6
2942,Statutory Orders (Special Procedure) Act 1965,1965-08-05,1965,43,https://www.legislation.gov.uk/id/ukpga/1965/43,http://data.parliament.uk/publicgeneralact/1965/43,LDom0UGH
2943,Firearms Act 1965,1965-08-05,1965,44,https://www.legislation.gov.uk/id/ukpga/1965/44,http://data.parliament.uk/publicgeneralact/1965/44,IFVnh8rQ
2944,Backing of Warrants (Republic of Ireland) Act 1965,1965-08-05,1965,45,https://www.legislation.gov.uk/id/ukpga/1965/45,http://data.parliament.uk/publicgeneralact/1965/45,f6o96Z8o
2945,Highlands and Islands Development (Scotland) Act 1965,1965-08-05,1965,46,https://www.legislation.gov.uk/id/ukpga/1965/46,http://data.parliament.uk/publicgeneralact/1965/46,1nMsjkNx
2946,Merchant Shipping Act 1965,1965-08-05,1965,47,https://www.legislation.gov.uk/id/ukpga/1965/47,http://data.parliament.uk/publicgeneralact/1965/47,TvMiaODN
2947,Trade Disputes Act 1965,1965-08-05,1965,48,,http://data.parliament.uk/publicgeneralact/1965/48,8io6VpC2
2948,"Registration of Births, Deaths and Marriages (Scotland) Act 1965",1965-08-05,1965,49,https://www.legislation.gov.uk/id/ukpga/1965/49,http://data.parliament.uk/publicgeneralact/1965/49,cayohihi
2949,Kenya Republic Act 1965,1965-03-23,1965,5,https://www.legislation.gov.uk/id/ukpga/1965/5,http://data.parliament.uk/publicgeneralact/1965/5,19vF7PrG
2950,Monopolies and Mergers Act 1965,1965-08-05,1965,50,,http://data.parliament.uk/publicgeneralact/1965/50,P89qicWZ
2951,National Insurance Act 1965,1965-08-05,1965,51,https://www.legislation.gov.uk/id/ukpga/1965/51,http://data.parliament.uk/publicgeneralact/1965/51,4h1qPT2Z
2952,National Insurance (Industrial Injuries) Act 1965,1965-08-05,1965,52,https://www.legislation.gov.uk/id/ukpga/1965/52,http://data.parliament.uk/publicgeneralact/1965/52,nJMJVtAL
2953,Family Allowances Act 1965,1965-08-05,1965,53,,http://data.parliament.uk/publicgeneralact/1965/53,asyIfq6U
2954,National Health Service Contributions Act 1965,1965-08-05,1965,54,,http://data.parliament.uk/publicgeneralact/1965/54,W5RnAnB1
2955,Statute Law Revision (Consequential Repeals) Act 1965,1965-08-05,1965,55,,http://data.parliament.uk/publicgeneralact/1965/55,eIsgD85B
2956,Compulsory Purchase Act 1965,1965-08-05,1965,56,https://www.legislation.gov.uk/id/ukpga/1965/56,http://data.parliament.uk/publicgeneralact/1965/56,bLOysjfW
2957,Nuclear Installations Act 1965,1965-08-05,1965,57,https://www.legislation.gov.uk/id/ukpga/1965/57,http://data.parliament.uk/publicgeneralact/1965/57,hMzGyfWJ
2958,Ministerial Salaries Consolidation Act 1965,1965-08-05,1965,58,,http://data.parliament.uk/publicgeneralact/1965/58,eWk5gtRy
2959,New Towns Act 1965,1965-08-05,1965,59,https://www.legislation.gov.uk/id/ukpga/1965/59,http://data.parliament.uk/publicgeneralact/1965/59,gxlNGe4J
2960,Nuclear Installations (Amendment) Act 1965,1965-03-23,1965,6,,http://data.parliament.uk/publicgeneralact/1965/6,BYq3eoRo
2961,Education (Scotland) Act 1965,1965-03-23,1965,7,,http://data.parliament.uk/publicgeneralact/1965/7,Q5JfgQXb
2962,Consolidated Fund (No. 2) Act 1965,1965-03-29,1965,8,,http://data.parliament.uk/publicgeneralact/1965/8,X1zGSBEs
2963,Armed Forces (Housing Loans) Act 1965,1965-03-29,1965,9,https://www.legislation.gov.uk/id/ukpga/1965/9,http://data.parliament.uk/publicgeneralact/1965/9,QI35skUH
2964,Gas (Borrowing Powers) Act 1965,1965-08-05,1965,60,,http://data.parliament.uk/publicgeneralact/1965/60,4tTW1cyv
2965,Judges' Remuneration Act 1965,1965-08-05,1965,61,,http://data.parliament.uk/publicgeneralact/1965/61,g12Vdvzb
2966,Redundancy Payments Act 1965,1965-08-05,1965,62,https://www.legislation.gov.uk/id/ukpga/1965/62,http://data.parliament.uk/publicgeneralact/1965/62,xjkdgs6A
2967,Public Works Loans Act 1965,1965-08-05,1965,63,https://www.legislation.gov.uk/id/ukpga/1965/63,http://data.parliament.uk/publicgeneralact/1965/63,cn7a1dqI
2968,Commons Registration Act 1965,1965-08-05,1965,64,https://www.legislation.gov.uk/id/ukpga/1965/64,http://data.parliament.uk/publicgeneralact/1965/64,9yZstPJC
2969,International Monetary Fund Act 1965,1965-08-05,1965,65,,http://data.parliament.uk/publicgeneralact/1965/65,AiNCQn7w
2970,Hire-Purchase Act 1965,1965-08-05,1965,66,https://www.legislation.gov.uk/id/ukpga/1965/66,http://data.parliament.uk/publicgeneralact/1965/66,RYNhRKZ4
2971,Hire-Purchase (Scotland) Act 1965,1965-08-05,1965,67,,http://data.parliament.uk/publicgeneralact/1965/67,HVW3HR7h
2972,Salmon and Freshwater Fisheries Act 1965,1965-08-05,1965,68,,http://data.parliament.uk/publicgeneralact/1965/68,PvS3dv1j
2973,Criminal Procedure (Attendance of Witnesses) Act 1965,1965-08-05,1965,69,https://www.legislation.gov.uk/id/ukpga/1965/69,http://data.parliament.uk/publicgeneralact/1965/69,NHox4FLl
2974,Honourable Lady Hylton-Foster's Annuity Act 1965,1965-11-08,1965,70,,http://data.parliament.uk/publicgeneralact/1965/70,KMutF0Lx
2975,Murder (Abolition of Death Penalty) Act 1965,1965-11-08,1965,71,https://www.legislation.gov.uk/id/ukpga/1965/71,http://data.parliament.uk/publicgeneralact/1965/71,NsAUpUmk
2976,Matrimonial Causes Act 1965,1965-11-08,1965,72,https://www.legislation.gov.uk/id/ukpga/1965/72,http://data.parliament.uk/publicgeneralact/1965/72,8X3Fc5bZ
2977,Race Relations Act 1965,1965-11-08,1965,73,https://www.legislation.gov.uk/id/ukpga/1965/73,http://data.parliament.uk/publicgeneralact/1965/73,tvbkoSyq
2978,Superannuation Act 1965,1965-11-08,1965,74,https://www.legislation.gov.uk/id/ukpga/1965/74,http://data.parliament.uk/publicgeneralact/1965/74,GvFeNsbH
2979,Rent Act 1965,1965-11-08,1965,75,,http://data.parliament.uk/publicgeneralact/1965/75,6CMqG4IF
2980,Southern Rhodesia Act 1965,1965-11-16,1965,76,https://www.legislation.gov.uk/id/ukpga/1965/76,http://data.parliament.uk/publicgeneralact/1965/76,KFpbsf4s
2981,Expiring Laws Continuance Act 1965,1965-12-22,1965,77,,http://data.parliament.uk/publicgeneralact/1965/77,qVwqW1zr
2982,Pensions (Increase) Act 1965,1965-12-22,1965,78,,http://data.parliament.uk/publicgeneralact/1965/78,VqDjCrWn
2983,Workmen's Compensation and Benefit (Amendment) Act 1965,1965-12-22,1965,79,,http://data.parliament.uk/publicgeneralact/1965/79,vNEk1pX1
2984,Rural Water Supplies and Sewerage Act 1965,1965-12-22,1965,80,,http://data.parliament.uk/publicgeneralact/1965/80,6qiGQg54
2985,Housing (Slum Clearance Compensation) Act 1965,1965-12-22,1965,81,,http://data.parliament.uk/publicgeneralact/1965/81,s6s8zJD7
2986,Coal Industry Act 1965,1965-12-22,1965,82,https://www.legislation.gov.uk/id/ukpga/1965/82,http://data.parliament.uk/publicgeneralact/1965/82,gWIJxbzO
2987,Teachers' Superannuation Act 1965,1965-12-22,1965,83,,http://data.parliament.uk/publicgeneralact/1965/83,VtHvtBRp
2988,Superannuation (Amendment) Act 1965,1965-03-29,1965,10,,http://data.parliament.uk/publicgeneralact/1965/10,0kcRAzau
2989,Ministerial Salaries and Members' Pensions Act 1965,1965-03-29,1965,11,,http://data.parliament.uk/publicgeneralact/1965/11,BmsPNimK
2990,Industrial and Provident Societies Act 1965,1965-06-02,1965,12,https://www.legislation.gov.uk/id/ukpga/1965/12,http://data.parliament.uk/publicgeneralact/1965/12,mBqutJxJ
2991,Rivers (Prevention of Pollution) (Scotland) Act 1965,1965-06-02,1965,13,https://www.legislation.gov.uk/id/ukpga/1965/13,http://data.parliament.uk/publicgeneralact/1965/13,dqGVwANK
2992,Cereals Marketing Act 1965,1965-06-02,1965,14,https://www.legislation.gov.uk/id/ukpga/1965/14,http://data.parliament.uk/publicgeneralact/1965/14,vXUCrKy7
2993,Dangerous Drugs Act 1965,1965-06-02,1965,15,,http://data.parliament.uk/publicgeneralact/1965/15,eQ5UKWh2
2994,Airports Authority Act 1965,1965-06-02,1965,16,,http://data.parliament.uk/publicgeneralact/1965/16,kXGK0p9x
2995,Museum of London Act 1965,1965-06-02,1965,17,https://www.legislation.gov.uk/id/ukpga/1965/17,http://data.parliament.uk/publicgeneralact/1965/17,zoTtUTHj
2996,War Damage Act 1965,1965-06-02,1965,18,https://www.legislation.gov.uk/id/ukpga/1965/18,http://data.parliament.uk/publicgeneralact/1965/18,5mk3fi4P
2997,Teaching Council (Scotland) Act 1965,1965-06-02,1965,19,https://www.legislation.gov.uk/id/ukpga/1965/19,http://data.parliament.uk/publicgeneralact/1965/19,xItUGPAv
2998,Family Allowances and National Insurance Act 1964,1964-02-27,1964,10,,http://data.parliament.uk/publicgeneralact/1964/10,FlyHmGpc
2999,"Navy, Army and Air Force Reserves Act 1964",1964-02-27,1964,11,,http://data.parliament.uk/publicgeneralact/1964/11,qxrURMvY
3000,Episcopal Church (Scotland) Act 1964,1964-02-27,1964,12,https://www.legislation.gov.uk/id/ukpga/1964/12,http://data.parliament.uk/publicgeneralact/1964/12,kSwx0APH
3001,International Development Association Act 1964,1964-03-12,1964,13,,http://data.parliament.uk/publicgeneralact/1964/13,SmrgUvaJ
3002,Plant Varieties and Seeds Act 1964,1964-03-12,1964,14,https://www.legislation.gov.uk/id/ukpga/1964/14,http://data.parliament.uk/publicgeneralact/1964/14,JydpDFwI
3003,Defence (Transfer of Functions) Act 1964,1964-03-12,1964,15,https://www.legislation.gov.uk/id/ukpga/1964/15,http://data.parliament.uk/publicgeneralact/1964/15,ivvOusRA
3004,Industrial Training Act 1964,1964-03-12,1964,16,https://www.legislation.gov.uk/id/ukpga/1964/16,http://data.parliament.uk/publicgeneralact/1964/16,FiL405X5
3005,Consolidated Fund (No. 2) Act 1964,1964-03-25,1964,17,,http://data.parliament.uk/publicgeneralact/1964/17,EvWE9JC8
3006,Rating (Interim Relief) Act 1964,1964-03-25,1964,18,,http://data.parliament.uk/publicgeneralact/1964/18,UkzHz8RR
3007,Married Women's Property Act 1964,1964-03-25,1964,19,https://www.legislation.gov.uk/id/ukpga/1964/19,http://data.parliament.uk/publicgeneralact/1964/19,smg6JPKI
3008,Uganda Act 1964,1964-03-25,1964,20,https://www.legislation.gov.uk/id/ukpga/1964/20,http://data.parliament.uk/publicgeneralact/1964/20,unRtvfDK
3009,Television Act 1964,1964-03-25,1964,21,,http://data.parliament.uk/publicgeneralact/1964/21,RlvUFalu
3010,British Nationality Act 1964,1964-03-25,1964,22,https://www.legislation.gov.uk/id/ukpga/1964/22,http://data.parliament.uk/publicgeneralact/1964/22,Z8rz8B7m
3011,Fireworks Act 1964,1964-03-25,1964,23,https://www.legislation.gov.uk/id/ukpga/1964/23,http://data.parliament.uk/publicgeneralact/1964/23,PvHCOhAX
3012,"Trade Union (Amalgamations, etc.) Act 1964",1964-03-25,1964,24,https://www.legislation.gov.uk/id/ukpga/1964/24,http://data.parliament.uk/publicgeneralact/1964/24,1HgKLoPq
3013,War Damage Act 1964,1964-03-25,1964,25,,http://data.parliament.uk/publicgeneralact/1964/25,2RlEToG2
3014,Licensing Act 1964,1964-03-25,1964,26,https://www.legislation.gov.uk/id/ukpga/1964/26,http://data.parliament.uk/publicgeneralact/1964/26,sZEMo09L
3015,"Salmon and Freshwater Fisheries Act, 1923 (Amendment) Act 1964",1964-03-25,1964,27,,http://data.parliament.uk/publicgeneralact/1964/27,2hMrFrzM
3016,Agriculture and Horticulture Act 1964,1964-04-15,1964,28,https://www.legislation.gov.uk/id/ukpga/1964/28,http://data.parliament.uk/publicgeneralact/1964/28,5lX0DyJU
3017,Continental Shelf Act 1964,1964-04-15,1964,29,https://www.legislation.gov.uk/id/ukpga/1964/29,http://data.parliament.uk/publicgeneralact/1964/29,AQBPsBdc
3018,Legal Aid Act 1964,1964-04-15,1964,30,,http://data.parliament.uk/publicgeneralact/1964/30,fraU5wbr
3019,Elections (Welsh Forms) Act 1964,1964-06-10,1964,31,,http://data.parliament.uk/publicgeneralact/1964/31,wEelFmrk
3020,National Health Service (Hospital Boards) Act 1964,1964-06-10,1964,32,,http://data.parliament.uk/publicgeneralact/1964/32,1wq95dpG
3021,Burgh Police (Amendment) (Scotland) Act 1964,1964-06-10,1964,33,,http://data.parliament.uk/publicgeneralact/1964/33,oqj6Wlzw
3022,Criminal Procedure (Right of Reply) Act 1964,1964-06-10,1964,34,https://www.legislation.gov.uk/id/ukpga/1964/34,http://data.parliament.uk/publicgeneralact/1964/34,TJpjoD6d
3023,Pharmacy and Poisons (Amendment) Act 1964,1964-06-10,1964,35,,http://data.parliament.uk/publicgeneralact/1964/35,qv2mOdBU
3024,Dangerous Drugs Act 1964,1964-06-10,1964,36,,http://data.parliament.uk/publicgeneralact/1964/36,hH79MYhY
3025,Income Tax Management Act 1964,1964-06-10,1964,37,,http://data.parliament.uk/publicgeneralact/1964/37,rjY8MNqL
3026,Emergency Powers Act 1964,1964-06-10,1964,38,https://www.legislation.gov.uk/id/ukpga/1964/38,http://data.parliament.uk/publicgeneralact/1964/38,IhQDGClO
3027,Protection of Animals (Anaesthetics) Act 1964,1964-06-10,1964,39,https://www.legislation.gov.uk/id/ukpga/1964/39,http://data.parliament.uk/publicgeneralact/1964/39,HCRPrMZD
3028,Harbours Act 1964,1964-06-10,1964,40,https://www.legislation.gov.uk/id/ukpga/1964/40,http://data.parliament.uk/publicgeneralact/1964/40,EdsJwGNY
3029,Succession (Scotland) Act 1964,1964-06-10,1964,41,https://www.legislation.gov.uk/id/ukpga/1964/41,http://data.parliament.uk/publicgeneralact/1964/41,rQcC5WLu
3030,Administration of Justice Act 1964,1964-06-10,1964,42,https://www.legislation.gov.uk/id/ukpga/1964/42,http://data.parliament.uk/publicgeneralact/1964/42,Tkhtd96e
3031,Criminal Appeal Act 1964,1964-06-10,1964,43,,http://data.parliament.uk/publicgeneralact/1964/43,tTcGUX85
3032,Nurses Act 1964,1964-06-10,1964,44,,http://data.parliament.uk/publicgeneralact/1964/44,606BjTW1
3033,Road Traffic Act 1964,1964-06-10,1964,45,,http://data.parliament.uk/publicgeneralact/1964/45,txbbg5GY
3034,Malawi Independence Act 1964,1964-06-10,1964,46,https://www.legislation.gov.uk/id/ukpga/1964/46,http://data.parliament.uk/publicgeneralact/1964/46,AsLqpU9U
