id,triplestoreid,publicationname,publicationurl
1156,RjF7Zjnf,House of Lords Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Lords&Expanded=True
1157,0zwLaFNv,House of Commons Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Commons&Expanded=True
1160,Bw435SZH,Joint Committee on Human Rights reports ,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/
1161,n30ZRx91,International Trade Committee reports,https://committees.parliament.uk/committee/367/international-trade-committee/
1162,uJMkgW3h,International Trade Committee reports,https://committees.parliament.uk/committee/367/international-trade-committee/
1163,X9j9IYdZ,International Trade Committee reports,https://committees.parliament.uk/committee/367/international-trade-committee/
1164,MFka1HyM,International Trade Committee reports,https://committees.parliament.uk/committee/367/international-trade-committee/
1166,ut6GPykF,International Trade Committee reports,https://committees.parliament.uk/committee/367/international-trade-committee/
1167,yaGp1qQz,International Trade Committee  oral evidence transcripts ,https://committees.parliament.uk/committee/367/international-trade-committee/publications/oral-evidence/
1168,LqkTbBMg,Delegated Powers and Regulatory Reform Committee reports,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/
1176,WOYbesKv,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/
1177,8oIiWX04,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/
1178,NdNDQqll,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/
1179,Ls7hm6c2,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/
1182,iltL5HZZ,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/
1183,w4c0nQJb,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/
1196,ligM3cOR,Delegated Powers and Regulatory Reform Committee reports ,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/
1197,5XvWsANV,Delegated Powers and Regulatory Reform Committee reports ,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/
1198,zS71vUNj,Delegated Powers and Regulatory Reform Committee reports ,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/
1199,PsKRmJyi,Delegated Powers and Regulatory Reform Committee reports ,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/
1200,zrGd9dyG,Delegated Powers and Regulatory Reform Committee reports ,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/
1202,wAlo0yOf,Legislation.gov.uk,https://www.legislation.gov.uk/
1204,ZDJV6UPI,Legislation.gov.uk,https://www.legislation.gov.uk/
1205,fxOHMFTb,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1206,Vz2DpEPt,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1207,vPiDHDhx,Commons Hansard,https://hansard.parliament.uk/commons
1208,VTs5FVuJ,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1209,x7q9yU5e,Commons Hansard,https://hansard.parliament.uk/Commons
1210,CzkAHLiM,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1211,mwEMfPmH,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1212,BUb89XQj,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/
1213,N2v2VwUE,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/
1214,oRDrZJ9d,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/
1215,Ms490mJ6,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/
1216,xJLPDWSh,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/
1217,l26KTF5V,Regulatory Reform Committee reports,https://committees.parliament.uk/committee/131/regulatory-reform/publications/
1218,t1IZRVOn,Delegated Powers and Regulatory Reform Committee website,https://committees.parliament.uk/committee/173/delegated-powers-and-regulatory-reform-committee/publications/
1219,J29lQAV8,House of Lords Business website,https://lordsbusiness.parliament.uk/
1220,Pwv9o2HV,Lords Business,https://lordsbusiness.parliament.uk/
1221,Vb5h27Jq,Lords Hansard,https://hansard.parliament.uk/Lords
1222,T1V42c1f,Lords Hansard,https://hansard.parliament.uk/Lords
1223,3blYRy1N,Lords Business,https://lordsbusiness.parliament.uk/
1224,CSm5jPLg,Lords Business,https://lordsbusiness.parliament.uk/
1225,yTPvG145,Lords Business,https://lordsbusiness.parliament.uk/
1226,lccoHyDm,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1227,VCOXS9yS,House of Lords minutes ,https://lordsbusiness.parliament.uk/
1229,BwzecDGZ,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1230,WSXCDRxS,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1231,gkamPKsj,"Business, Energy and Industrial Strategy Committee oral evidence transcripts ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/oral-evidence/
1233,lKahsqpW,"Environment, Food and Rural Affairs Committee website ",https://committees.parliament.uk/committee/52/environment-food-and-rural-affairs-committee
1235,vq1ktP5Z,"Environment, Food and Rural Affairs Committee publications pages ",https://committees.parliament.uk/committee/52/environment-food-and-rural-affairs-committee/publications/reports-responses/
1240,GFWXGyXd,International Trade Committee reports ,https://committees.parliament.uk/committee/367/international-trade-committee/
1241,Aq28ZxlU,"Environment, Food and Rural Affairs Committee oral evidence transcripts ",https://committees.parliament.uk/committee/52/environment-food-and-rural-affairs-committee/publications/oral-evidence/
1242,2Hh9lJb4,International Agreements Committee oral evidence transcripts ,https://committees.parliament.uk/committee/448/international-agreements-committee/publications/oral-evidence/
1246,P9yZeo4a,"Environment, Food and Rural Affairs Committee reports ",https://committees.parliament.uk/committee/52/environment-food-and-rural-affairs-committee/publications/reports-responses/
1247,6UXbj39F,"Environment, Food and Rural Affairs Committee reports ",https://committees.parliament.uk/committee/52/environment-food-and-rural-affairs-committee/publications/reports-responses/
1250,q4MKsIFx,"Environment, Food and Rural Affairs Committee reports ",https://committees.parliament.uk/committee/52/environment-food-and-rural-affairs-committee
1251,IoJX8zG2,"Environment, Food and Rural Affairs Committee reports ",https://committees.parliament.uk/committee/52/environment-food-and-rural-affairs-committee/
1252,Rf9Crmc8,"Environment, Food and Rural Affairs Committee reports ",https://committees.parliament.uk/committee/52/environment-food-and-rural-affairs-committee/publications/reports-responses/
1253,96TOpgSq,Commons Hansard,https://hansard.parliament.uk/Commons
1254,8z42FFuh,"Environment, Food and Rural Affairs Committee correspondence pages ",https://committees.parliament.uk/committee/52/environment-food-and-rural-affairs-committee/publications/3/correspondence/
1256,x2C3CWen,House of Lords Minute ,https://lordsbusiness.parliament.uk/
1257,yRp7rHaa,House of Lords Minute ,https://lordsbusiness.parliament.uk/
1258,MOYHFRq1,House of Lords Minute ,https://lordsbusiness.parliament.uk/
1259,1t7W4g5L,House of Lords Minute ,https://lordsbusiness.parliament.uk/
1260,Ts1og0Ab,House of Lords Minute ,https://lordsbusiness.parliament.uk/
1261,9jmcuKdH,House of Lords Minute ,https://lordsbusiness.parliament.uk/
1262,HhAgkSTh,House of Lords Minute ,https://lordsbusiness.parliament.uk/
1263,OwHtdgFU,House of Lords Minute ,https://lordsbusiness.parliament.uk/
1264,Dcu2FypY,House of Commons Written Statements website,https://questions-statements.parliament.uk/written-statements?Page=1&House=Commons&Expanded=True
1265,XvUXi8EW,House of Lords Written Statements website ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Lords&Expanded=True
1266,nqjm9T1K,House of Commons Written Statements website ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Commons&Expanded=True
1267,1myhVLzz,House of Lords Written Statements website ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Lords&Expanded=True
1270,fZsjwegJ,House of Commons Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Commons&Expanded=True
1271,qrdMwBgI,House of Lords Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Lords&Expanded=True
1272,WfRUYRw6,House of Lords Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Lords&Expanded=True
1273,HgC3avuD,House of Commons Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Commons&Expanded=True
1277,07btRQCT,Lords Hansard,https://hansard.parliament.uk/Lords
1278,NOPUw1oL,"Business, Energy and Industrial Strategy Committee reports ",https://committees.parliament.uk/committee/365/business-energy-and-industrial-strategy-committee/publications/
1279,nBh2iUUc,Business and Trade Committee reports,
1280,cyg082pH,Business and Trade Committee oral evidence transcripts ,
1282,Qo4NjfP7,Business and Trade Committee non-scrutiny inquiry,
1283,1fwXuXfD,Business and Trade Committee reports,
1284,voWA4etS,Business and Trade Committee reports,
1286,pBUqs6xU,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1287,qlNcqZHF,Business and Trade Committee reports,
1288,1NcTs7hA,Business and Trade Committee reports ,
1289,dtMddOKp,Business and Trade Committee reports ,
1290,wLPgrkWK,Business and Trade Committee reports ,
1291,IKEe7q02,Business and Trade Committee reports ,
1292,yL5rObxf,Business and Trade Committee reports ,
1293,z4xCw1yH,Business and Trade Committee reports ,
1294,w7cu56Mu,Business and Trade Committee reports ,
1295,0j1JKT0W,Business and Trade Committee reports ,
1296,Af4fN76m,International Trade Committee reports,https://committees.parliament.uk/committee/367/international-trade-committee/
1297,wFhSzn2L,International Trade Committee reports,https://committees.parliament.uk/committee/367/international-trade-committee/
1298,uTntAE3T,Deposited Papers website,https://depositedpapers.parliament.uk/
1299,mwO2N59q,Deposited Papers website,https://depositedpapers.parliament.uk/
1300,7Mr0fJWM,International Agreements Committee reports ,https://committees.parliament.uk/committee/448/international-agreements-committee/
1301,lwYn2cOq,International Agreements Committee website ,https://committees.parliament.uk/committee/448/international-agreements-committee/
1302,tGDykjhD,International Agreements Committee website ,https://committees.parliament.uk/committee/448/international-agreements-committee/
1303,EPzDvuhB,International Trade Committee reports ,https://committees.parliament.uk/committee/367/international-trade-committee/
1304,by3hu8Js,International Trade Committee publications page ,https://committees.parliament.uk/committee/367/international-trade-committee/publications/reports-responses/
1305,CHZX9GH6,House of Lords statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Lords&Expanded=True
1306,CmN3viPU,House of Commons written statements,https://questions-statements.parliament.uk/written-statements?Page=1&House=Commons&Expanded=True
1307,FsWCkw26,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/
1308,Eh4cZQsK,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/
1315,qJEExktd,Legislation.gov.uk,https://www.legislation.gov.uk/
1316,U6BTrh8B,Legislation.gov.uk,https://www.legislation.gov.uk/
1317,D5VbppZ2,legislation.gov.uk,https://www.legislation.gov.uk/
1318,a9mESDYy,European Affairs Committee correspondence,https://committees.parliament.uk/committee/516/european-affairs-committee/publications/3/correspondence/
1319,1tIVhyF4,International Agreements Committee correspondence,https://committees.parliament.uk/committee/448/international-agreements-committee/publications/3/correspondence/
1320,V9qvaaI5,International Agreements Sub-Committee page,https://committees.parliament.uk/committee/448/eu-international-agreements-subcommittee/
1321,S4L17IG0,Lords Hansard,https://hansard.parliament.uk/lords/
1322,J8nrVRbY,Statements website,https://questions-statements.parliament.uk/
1323,BGENNi2t,Statements website,https://questions-statements.parliament.uk/
1324,VY6FAoNM,Written statements website ,https://questions-statements.parliament.uk/
1325,dNMr7oi5,Written statements website ,https://questions-statements.parliament.uk/
1326,SKAwOoeF,Business and Trade Committee reports,https://committees.parliament.uk/committee/365/business-and-trade-committee/publications/
1327,eQBGgxsJ,Business and Trade Committee correspondence,https://committees.parliament.uk/committee/365/business-and-trade-committee/publications/3/correspondence/
1329,eVQIv20f,Select Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/
1330,R4PEekKU,Select Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/
1339,3QzFUH0U,"Environment, Food and Rural Affairs Committee correspondence",https://committees.parliament.uk/committee/52/environment-food-and-rural-affairs-committee/publications/3/correspondence/
1340,dpfogPPx,Joint Committee on Statutory Instruments reports,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/
1366,07FPpdal,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/
1367,KS5yRwB6,Select Committee on Statutory Instruments reports,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/
1368,VNgPDyaY,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/
1369,nwAJ6epB,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/
1370,5XjQ8ks1,Select Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/
1371,exRj4p3F,Select Committee on Statutory Instruments reports,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/
1372,Ve5l67a6,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/
1373,PCJR1oZ7,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/
1374,GZoLgssR,Select Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/
1375,RblB0hrs,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/
1376,7qumB2Q7,Select Committee on Statutory Instruments reports,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/
1377,l0xkH540,Joint Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/148/statutory-instruments-joint-committee/
1378,NJnXPzsl,Select Committee on Statutory Instruments reports ,https://committees.parliament.uk/committee/149/statutory-instruments-select-committee/
1379,LvmvDgkq,Lords Hansard,https://hansard.parliament.uk/lords
1380,l3jtsaku,Public Accounts Committee website,https://committees.parliament.uk/committee/127/public-accounts-committee/
1381,yTh5O1tD,Public Accounts Committee oral evidence transcripts ,https://committees.parliament.uk/committee/127/public-accounts-committee/publications/oral-evidence/
1382,pkhSX6Oz,Women and Equalities Committee correspondence,https://committees.parliament.uk/committee/328/women-and-equalities-committee/publications/3/correspondence/
1383,JCjxtpKs,Home Affairs Committee correspondence,https://committees.parliament.uk/committee/83/home-affairs-committee/publications/3/correspondence/
1384,HHDLzpC6,Public Accounts Committee correspondence,https://committees.parliament.uk/committee/127/public-accounts-committee/publications/3/correspondence/
1385,x0konxzO,Home Affairs Committee reports,https://committees.parliament.uk/committee/83/home-affairs-committee/publications/reports-responses/
1386,3roUBfwh,Home Affairs Committee reports,https://committees.parliament.uk/committee/83/home-affairs-committee/publications/reports-responses/
1387,LJiOBMEE,Home Affairs Committee reports,https://committees.parliament.uk/committee/83/home-affairs-committee/publications/reports-responses/
1388,Wbiz96jI,Home Affairs Committee publications,https://committees.parliament.uk/committee/83/home-affairs-committee/publications/reports-responses/
1390,uJVj2N18,Business and Trade Committee reports,https://committees.parliament.uk/committee/365/business-and-trade-committee/publications/
1391,HonXP6uC,Hansard,https://hansard.parliament.uk/commons
1394,QYHRPdjl,Hansard,https://hansard.parliament.uk/lords
1395,FUtkon7E,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1396,Dt3S1QHx,Legislation.gov.uk,https://www.legislation.gov.uk/
1397,gSN8aP6c,Legislation.gov.uk,https://www.legislation.gov.uk/
1398,KHdWbVqB,Egg-timer,https://api.parliament.uk/egg-timer/
1399,En1nHYT2,Egg-timer,https://api.parliament.uk/egg-timer/
1400,4KpTkG3E,Egg-timer,https://api.parliament.uk/egg-timer/
1401,pXBHtmwP,House of Lords Minute,https://lordsbusiness.parliament.uk/
1402,XXHPKwWf,House of Lords Minute,https://lordsbusiness.parliament.uk/
1403,8XQpKD3s,Hansard,https://hansard.parliament.uk/lords
1404,lJfG7qBe,Hansard,https://hansard.parliament.uk/lords
1405,AUajKfZp,Lords Business ,https://lordsbusiness.parliament.uk/
1406,9WDGFSF8,House of Lords Minute,https://lordsbusiness.parliament.uk/
1407,a54v5hXF,House of Lords Order Paper,https://lordsbusiness.parliament.uk/
1408,vxq4jpKa,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1410,pAi81iFh,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1411,4p38LOq5,Votes and Proceedings ,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1412,lmfkVSNb,Commons Hansard,https://hansard.parliament.uk/Commons
1413,5IYPErmP,Commons Hansard,https://hansard.parliament.uk/Commons
1414,r5XTZ22a,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1415,vXJvRo49,Commons Future Business,
1416,p6IhI9aC,SLSC reports,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/reports-responses/
1417,E7u4nsmy,SLSC reports,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/reports-responses/
1418,EMDYJ1fc,Lords business minutes,https://lordsbusiness.parliament.uk/
1419,lMypUFRW,Votes and Proceedings,https://commonsbusiness.parliament.uk/search?SearchTerm=Votes+and+Proceedings
1420,19E8Fg0R,Legislation.gov.uk,https://www.legislation.gov.uk/
1421,g8huinJ8,Lords business pages,https://lordsbusiness.parliament.uk/
1422,vndF87yj,Commons Votes and Proceedings,https://commonsbusiness.parliament.uk/
1424,Yu2p6loT,International Agreements Committee correspondence ,https://committees.parliament.uk/committee/448/international-agreements-committee/publications/3/correspondence/
1425,y5vGBRtB,Corrections on Lords Business ,https://lordsbusiness.parliament.uk/
1426,xi1kS00t,House of Lords Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Lords&Expanded=True
1427,C74dS6KL,House of Commons Written Statements ,https://questions-statements.parliament.uk/written-statements?Page=1&House=Commons&Expanded=True
1429,5s14xrrZ,European Statutory Instruments Committee reports ,https://committees.parliament.uk/committee/393/european-statutory-instruments
1430,2tm1vzU2,European Statutory Instruments Committee reports ,https://committees.parliament.uk/committee/393/european-statutory-instruments
1435,kQ1b3hr0,House of Lords Minutes ,https://lordsbusiness.parliament.uk/
1438,DAfWfvsz,House of Lords Business website,https://lordsbusiness.parliament.uk/
1439,exscJf9r,Lords Hansard ,https://hansard.parliament.uk/lords 
1440,WSWmqd5M,House of Lords Business website,https://lordsbusiness.parliament.uk/
1441,w8V1ghn5,House of Lords Minute,https://lordsbusiness.parliament.uk/
1442,ER4CRIYh,House of Lords Minute ,https://lordsbusiness.parliament.uk/
1443,wK4gTRz3,House of Lords Minute ,https://lordsbusiness.parliament.uk/
1444,Tbg7sRMx,Regulatory Reform Committee oral evidence transcripts ,https://old.parliament.uk/business/committees/committees-a-z/commons-select/regulatory-reform-committee/inquiries/
1445,FqEISRfM,Legislation.gov.uk,https://www.legislation.gov.uk/
1446,rcBsIMTM,Hansard,https://hansard.parliament.uk/lords
1447,gGlXxCDV,Hansard,https://hansard.parliament.uk/lords
1448,iStkRrf2,Votes and Proceedings ,https://commonsbusiness.parliament.uk/
1449,RWDYtDGV,Votes and Proceedings ,https://commonsbusiness.parliament.uk/
1450,zAnEpYuK,Transport Committee reports ,https://committees.parliament.uk/committee/153/transport-committee/publications/
1451,jDwqaOLz,Business and Trade Committee reports ,https://committees.parliament.uk/committee/365/business-and-trade-committee/publications/
1452,PpTVaqIf,European Statutory Instruments Committee report,https://committees.parliament.uk/committee/393/european-statutory-instruments
1453,UQ2zcQUw,Business and Trade Committee reports ,https://committees.parliament.uk/committee/365/business-and-trade-committee/publications/
1455,FimxOWjK,Votes and Proceedings,https://commonsbusiness.parliament.uk/
1456,mrTcG5Ub,Public Administration and Constitutional Affairs Committee reports,https://committees.parliament.uk/committee/327/public-administration-and-constitutional-affairs-committee/publications/
1458,8N9nQglB,Public Administration and Constitutional Affairs Committee reports,https://committees.parliament.uk/committee/327/public-administration-and-constitutional-affairs-committee/publications/
1459,5ipJBO1Q,Votes and Proceedings,https://commonsbusiness.parliament.uk/
1460,drqDYiOa,Energy Security and Net Zero Committee reports,https://committees.parliament.uk/committee/664/energy-security-and-net-zero-committee/publications/
1463,AQKZZPgQ,House of Lords Business,
1464,luCC4YUN,Votes and Proceedings ,
1465,6Ov3dJKs,Legislation.gov.uk,https://www.legislation.gov.uk/
1466,5MCjJ9Tx,Commons Votes and Proceedings,https://commonsbusiness.parliament.uk/
1467,kWZ4HOys,Lords business pages,https://lordsbusiness.parliament.uk/
1468,yg3nPvYw,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/
1469,kALo3L2q,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/
1470,RWSPf1lO,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/
1471,GyVhuB9i,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/
1472,AQikvStW,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/
1473,ohuxLcRM,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/publications/
1475,pzZVgS58,Secondary Legislation Scrutiny Committee reports,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/
1476,5JQLK0zC,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/
1477,3lnJ8kxS,Secondary Legislation Scrutiny Committee reports ,https://committees.parliament.uk/committee/255/secondary-legislation-scrutiny-committee/
1478,r9JuDy8m,Environmental Audit Committee correspondence,https://committees.parliament.uk/committee/62/environmental-audit-committee/publications/3/correspondence/
1479,otus5Cba,International Development Committee correspondence,https://committees.parliament.uk/committee/98/international-development-committee/publications/3/correspondence/
1480,FkGLmb1u,International Trade Committee correspondence,https://committees.parliament.uk/committee/367/international-trade-committee/publications/3/correspondence/
1481,nYgg6leY,Foreign Affairs Committee oral evidence transcripts ,https://committees.parliament.uk/committee/78/foreign-affairs-committee/publications/oral-evidence/
1482,j1B6hZvP,International Relations and Defence Committee website,https://committees.parliament.uk/committee/360/international-relations-and-defence-committee/
1483,SjMtlQSP,International Relations and Defence Committee correspondence,https://committees.parliament.uk/committee/360/international-relations-and-defence-committee/publications/3/correspondence/
1484,JMYbbAxG,International Relations and Defence Committee oral evidence transcripts ,https://committees.parliament.uk/committee/360/international-relations-and-defence-committee/publications/oral-evidence/
1485,fKRlPu9M,Lords Minutes,https://lordsbusiness.parliament.uk/
1486,E4y5aETw,House of Lords Minute,https://lordsbusiness.parliament.uk/
1487,227vsXs4,Foreign Affairs Committee correspondence,https://committees.parliament.uk/committee/78/foreign-affairs-committee/publications/3/correspondence/
1488,UthaHxZ0,Joint Committee on Human Rights (JCHR) correspondence page,https://committees.parliament.uk/committee/93/human-rights-joint-committee/publications/3/correspondence/
