id,label,workpackagedaycount,areclocksinworkpackagefrozen,triplestoreid,subjectto,proceduralworkpackagehascalculationstyle,proceduralworkpackagefocus
418,Work package for Service of Documents and Taking Evidence in Civil and Commercial Matters (Revocation and Saving Provisions) (EU Exit) Regulations 2018,,false,FilDgg1V,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:418
419,Work package for Consumer Protection (Amendment etc.) (EU Exit) Regulations 2018,,false,hTLPmd9A,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:419
421,Work package for Maritime Transport Access to Trade and Cabotage (Revocation) (EU Exit) Regulations 2018,,false,acmgretb,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:421
432,Work package for Local Government (Miscellaneous Amendments) (EU Exit) Regulations 2018,,false,0UcWNJk5,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:432
433,Work package for Heavy Goods Vehicles (Charging for the Use of Certain Infrastructure on the Trans-European Road Network) (Amendment) (EU Exit) Regulations 2018,,false,69nLZHeJ,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:433
434,Work package for European Economic Interest Grouping (Amendment) (EU Exit) Regulations 2018,,false,euQqjHWN,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:434
435,"Work package for Companies, Limited Liability Partnerships and Partnerships (Amendment etc.) (EU Exit) Regulations 2018",,false,DJ42JOVF,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:435
436,Work package for European Network of Employment Services (EU Exit) Regulations 2018,,false,CBhydLy9,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:436
437,Work package for European Public Limited-Liability Company (Amendment etc.) (EU Exit) Regulations 2018,,false,QVuRoaG8,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:437
446,Work package for Employment Rights (Amendment) (Northern Ireland) (EU Exit) Regulations 2018,,false,rw6GBF1v,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:446
447,Work package for Employment Rights (Amendment) (EU Exit) Regulations 2018,,false,XOeVDMkb,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:447
455,"Work package for Livestock (Records, Identification and Movement) (England) (Amendment) (EU Exit) Regulations 2018",,false,GkO0dLmt,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:455
465,Work package for Fertilisers and Ammonium Nitrate Material (Amendment) (EU Exit) Regulations 2018,,false,Ylex1zth,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:465
466,"Work package for Official Controls (Animals, Feed and Food) (England) (Amendment) (EU Exit) Regulations 2018",,false,dz7vT5Zx,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:466
477,"Work package for Companies, Limited Liability Partnerships and Partnerships (Amendment etc.) (EU Exit) Regulations 2018",,false,bCxOxdDP,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:477
484,Work package for Bank of England (Amendment) (EU Exit) Regulations 2018,,false,7IkaiQ77,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:484
487,Work package for Exotic Disease (Amendment etc.) (EU Exit) Regulations 2018,,false,rgHC0pvM,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:487
488,Work package for Exotic Disease (Amendment) (England) (EU Exit) Regulations 2018,,false,Q1XYS5DZ,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:488
489,Work package for Persistent Organic Pollutants (Amendment) (EU Exit) Regulations 2018,,false,E8FAmxEn,2,,urn:procedure-editor:ProposedNegativeStatutoryInstrumentWork:489
