label,availabilityof,starton,hasavailabilitystatus
Closed availability of Published draft under European Union (Withdrawal) Act 2018 (Repealed) (2018-06-26 - 2023-06-29),urn:procedure-editor:Procedure:10,2023-06-30,urn:procedure-editor:AvailabilityStatus:4dKp0Pbhmws2okyMx6gXLt
