id,title,weblink,year,prefix,number,comingintoforcedate,comingintoforcenote,madedate,enabledby,precededbyproposedstatutoryinstrument,triplestoreid
2999,National Health Service (Charges to Overseas Visitors) (Amendment) (No. 2) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/654/made,2020,SI,654,2020-08-24,,2020-06-29,urn:procedure-editor:ActOfParliament:1178,"",z7wUiebu
3000,Electric Scooter Trials and Traffic Signs (Coronavirus) Regulations and General Directions 2020,https://www.legislation.gov.uk/uksi/2020/663/made,2020,SI,663,2020-07-04,,2020-06-30,"urn:procedure-editor:ActOfParliament:1298,urn:procedure-editor:ActOfParliament:1674,urn:procedure-editor:ActOfParliament:591","",D7vR37sQ
3001,Vehicle Drivers (Certificates of Professional Competence) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/662/made,2020,SI,662,2020-07-22,,2020-06-29,urn:procedure-editor:ActOfParliament:2419,"",vkjE183t
3002,"Fees for Payment of Taxes, etc. by Card Regulations 2020",https://www.legislation.gov.uk/uksi/2020/657/made,2020,SI,657,2020-11-01,,2020-06-29,urn:procedure-editor:ActOfParliament:72,"",tvhpyuU6
3003,Tribunal Procedure (Amendment) Rules 2020,https://www.legislation.gov.uk/uksi/2020/651/made,2020,SI,651,,in accordance with rule 1,2020-06-25,urn:procedure-editor:ActOfParliament:1025,"",SBV3sAn6
3006,Investigatory Powers (Communications Data) (Relevant Public Authorities and Designated Senior Officers) (No. 2) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/661/made,2020,SI,661,,in accordance with regulation 1,2020-06-29,urn:procedure-editor:ActOfParliament:1334,"",0Zn2kbyx
3007,Secure Training Centre (Coronavirus) (Amendment) Rules 2020,https://www.legislation.gov.uk/uksi/2020/664/made,2020,SI,664,2020-07-02,,2020-06-25,urn:procedure-editor:ActOfParliament:3835,"",YhuT2c99
3012,Pressure Vessels (Amendment) (Northern Ireland) (EU Exit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/678/made,2020,SI,678,,in accordance with regulation 1(b),2020-07-02,urn:procedure-editor:ActOfParliament:1,"",BGIt3irT
3013,Product Safety and Metrology etc. (Amendment to Extent and Meaning of Market) (EU Exit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/676/made,2020,SI,676,, in accordance with regulation 1(1) ,2020-07-02,urn:procedure-editor:ActOfParliament:1,"",d3muOOV9
3014,Healthy Start Scheme and Welfare Food (Miscellaneous Amendments) (Amendment) (England) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/665/made,2020,SI,665,2020-07-30,,2020-07-01,"urn:procedure-editor:ActOfParliament:589,urn:procedure-editor:ActOfParliament:285","",YHhfE4zy
3015,Allocation of Housing and Homelessness (Eligibility) (England) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/667/made,2020,SI,667,2020-08-24,,2020-07-01,urn:procedure-editor:ActOfParliament:1256,"",lNFNAbyq
3016,Child Benefit and Child Tax Credit (Persons of Northern Ireland) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/672/made,2020,SI,672,2020-07-24,,2020-07-01,"urn:procedure-editor:ActOfParliament:589,urn:procedure-editor:ActOfParliament:529,urn:procedure-editor:ActOfParliament:795","",pMwYuqOs
3017,Loans for Mortgage Interest (Transaction Fee) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/666/made,2020,SI,666,2020-08-03,,2020-07-01,urn:procedure-editor:ActOfParliament:1364,"",bAmTEK7g
3025,Pilotage and Port Services (Amendment) (EU Exit) Regulations 2020 ,https://www.legislation.gov.uk/uksi/2020/671/made,2020,SI,671,,in accordance with regulation 1,2020-06-29,urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ProposedNegativeStatutoryInstrument:2869,hMJ2lajh
3026,"Health Protection (Coronavirus, Restrictions) (Leicester) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/685/made,2020,SI,685,2020-07-04,,2020-07-03,urn:procedure-editor:ActOfParliament:1669,"",Tl4IBFEB
3027,"Health Protection (Coronavirus, Restrictions) (No. 2) (England) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/684/made,2020,SI,684,,in accordance with regulation 1(2),2020-07-03,urn:procedure-editor:ActOfParliament:1669,"",jYmSTx0D
3028,"Marketing of Seed, Plant and Propagating Material (England) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/682/made,2020,SI,682,,in accordance with regulation 1(1),2020-07-02,urn:procedure-editor:ActOfParliament:2419,"",Ohfi7hLy
3029,Social Security (Income-Related Benefits) (Persons of Northern Ireland - Family Members) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/683/made,2020,SI,683,2020-08-24,,2020-07-02,"urn:procedure-editor:ActOfParliament:794,urn:procedure-editor:ActOfParliament:589,urn:procedure-editor:ActOfParliament:91,urn:procedure-editor:ActOfParliament:1353,urn:procedure-editor:ActOfParliament:943","",8uXErwEd
3030,Statutory Sick Pay (Coronavirus) (Suspension of Waiting Days and General Amendment) (No. 2) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/681/made,2020,SI,681,2020-07-06,,2020-07-02,"urn:procedure-editor:ActOfParliament:589,urn:procedure-editor:ActOfParliament:1326","",OLBsuGko
3031,Statutory Sick Pay (Coronavirus) (Suspension of Waiting Days and General Amendment) (No. 2) Regulations (Northern Ireland) 2020,https://www.legislation.gov.uk/nisr/2020/134/made,2020,SR (NI),134,2020-07-06,,2020-07-02,"urn:procedure-editor:ActOfParliament:529,urn:procedure-editor:ActOfParliament:1326","",Z5K6MdDc
3034,Universal Credit (Northern Ireland Reciprocal Arrangements) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/677/made,2020,SI,677,2020-07-24,,2020-07-01,"urn:procedure-editor:ActOfParliament:1351,urn:procedure-editor:ActOfParliament:528","",Dn7rWrcH
3039,Pension Protection Fund (Moratorium and Arrangements and Reconstructions for Companies in Financial Difficulty) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/693/made,2020,SI,693,2020-07-07,,2020-07-06,"urn:procedure-editor:ActOfParliament:1520,urn:procedure-editor:ActOfParliament:1311,urn:procedure-editor:ActOfParliament:1183","",VK55D0aG
3040,Global Human Rights Sanctions Regulations 2020,https://www.legislation.gov.uk/uksi/2020/680/made,2020,SI,680,2020-07-06,,2020-07-05,urn:procedure-editor:ActOfParliament:1338,"",jBcrBoTP
3044,European Union (Regulated Professions Proportionality Assessment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/689/made,2020,SI,689,2020-07-30,,2020-07-01,urn:procedure-editor:ActOfParliament:2419,"",jnOKVm5D
3045,"Health Protection (Coronavirus, International Travel and Public Health Information) (England) (Amendment) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/691/made,2020,SI,691,,in accordance with regulation 1.,2020-07-06,urn:procedure-editor:ActOfParliament:1669,"",CwDUjYa9
3046,Health Protection (Notification) (Amendment) (No. 2) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/674/made,2020,SI,674,2020-10-01,,2020-07-01,urn:procedure-editor:ActOfParliament:1669,"",XLBylh1f
3049,School Teachers' Incentive Payments (England) (Amendment) Order 2020,https://www.legislation.gov.uk/uksi/2020/690/made,2020,SI,690,2020-09-01,,2020-07-04,urn:procedure-editor:ActOfParliament:779,"",KP3TvTXU
3051,"Protection of Freedoms Act 2012 (Destruction, Retention and Use of Biometric Data) (Transitional, Transitory and Saving Provisions) (Amendment) Order 2020",https://www.legislation.gov.uk/uksi/2020/688/made,2020,SI,688,2020-10-30,,2020-06-29,urn:procedure-editor:ActOfParliament:608,"",g3g3YYDc
3053,Charitable Incorporated Organisations (Insolvency and Dissolution) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/710/made,2020,SI,710,,in accordance with regulation 1.,2020-07-06,urn:procedure-editor:ActOfParliament:38,"",EQ8bZ1eD
3055,Early Years Foundation Stage (Exemption from Learning and Development Requirements) and Childcare (Exemption from Registration) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/700/made,2020,SI,700,,in accordance with regulation 1(2) and (3).,2020-07-06,urn:procedure-editor:ActOfParliament:942,"",FqfceOcO
3056,Value Added Tax (Zero Rate for Personal Protective Equipment) (Extension) (Coronavirus) Order 2020,https://www.legislation.gov.uk/uksi/2020/698/made,2020,SI,698,2020-07-30,,2020-07-07,urn:procedure-editor:ActOfParliament:560,"",cPeZ2dng
3060,Companies (Shareholders' Rights to Voting Confirmations) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/717/made,2020,SI,717,2020-09-03,,2020-07-06,urn:procedure-editor:ActOfParliament:2419,"",GSI33Y9j
3061,"Climate Change Agreements, CRC Energy Efficiency Scheme and Energy Savings Opportunity Scheme (Amendment) (EU Exit) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/711/made,2020,SI,711,,in accordance with regulation 1(2).,2020-07-08,urn:procedure-editor:ActOfParliament:1320,"",TLcZaDHp
3062,Iraq (Sanctions) (EU Exit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/707/made,2020,SI,707,,in accordance with regulation 1(2).,2020-07-07,urn:procedure-editor:ActOfParliament:1338,"",4d7QAbZ7
3063,Mali (Sanctions) (EU Exit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/705/made,2020,SI,705,,in accordance with regulation 1(2).,2020-07-07,urn:procedure-editor:ActOfParliament:1338,"",5BXRGd0Z
3064,Merchant Shipping (Safety of Navigation) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/673/made,2020,SI,673,2020-07-31,,2020-07-09,urn:procedure-editor:ActOfParliament:411,"",XQb9wjkU
3065,International Tax Enforcement (Disclosable Arrangements) (Coronavirus) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/713/made,2020,SI,713,2020-07-30,,2020-07-09,urn:procedure-editor:ActOfParliament:1260,"",FTigy3PU
3067,"Health Protection (Coronavirus, International Travel) (England) (Amendment) (No. 2) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/724/made,2020,SI,724,2020-07-11,,2020-07-10,urn:procedure-editor:ActOfParliament:1669,"",uST83s8Q
3068,"Health Protection (Coronavirus, Restrictions) (No. 2) (England) (Amendment) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/719/made,2020,SI,719,,in accordance with regulation 1(2) and (3),2020-07-09,urn:procedure-editor:ActOfParliament:1669,"",t1CRaRm5
3069,Childcare (Early Years Provision Free of Charge) (Extended Entitlement) (Coronavirus) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/712/made,2020,SI,712,2020-07-31,,2020-07-08,urn:procedure-editor:ActOfParliament:883,"",kbtLRZwC
3074,M23 Motorway (Gatwick Spur) (50 Miles Per Hour Speed Limit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/721/made,2020,SI,721,2020-08-03,,2020-07-06,urn:procedure-editor:ActOfParliament:1674,"",us5hBh6Z
3075,Court Fees (Miscellaneous Amendments) Order 2020,https://www.legislation.gov.uk/uksi/2020/720/made,2020,SI,720,, in accordance with article 1,2020-07-08,"urn:procedure-editor:ActOfParliament:666,urn:procedure-editor:ActOfParliament:1520","",Svfp6Vkp
3080,Trade Remedies (Amendment) (EU Exit) (No. 2) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/730/made,2020,SI,730,2020-08-05,,2020-07-13,urn:procedure-editor:ActOfParliament:1077,"",3lQcIeoP
3081,Immigration and Nationality (Fees) (Amendment) (No. 3) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/736/made,2020,SI,736,2020-08-04,,2020-07-14,urn:procedure-editor:ActOfParliament:1300,"",X9NHzd8h
3082,Motor Vehicles (International Motor Insurance Card) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/735/made,2020,SI,735,,in accordance with regulation 1,2020-07-09,urn:procedure-editor:ActOfParliament:1298,"",uPjH7NV7
3083,Value Added Tax (Reduced Rate) (Hospitality and Tourism) (Coronavirus) Order 2020,https://www.legislation.gov.uk/uksi/2020/728/made,2020,SI,728,2020-07-15,,2020-07-13,urn:procedure-editor:ActOfParliament:560,"",ZunWiIOt
3087,Official Feed and Food Controls (England) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/738/made,2020,SI,738,2020-08-05,,2020-07-14,urn:procedure-editor:ActOfParliament:2419,"",4g4iQbe2
3088,Environmental Assessment of Plans and Programmes (Coronavirus) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/734/made,2020,SI,734,2020-07-16,,2020-07-13,urn:procedure-editor:ActOfParliament:2419,"",jCDTMqtJ
3089,Yemen (Sanctions) (EU Exit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/733/made,2020,SI,733,,in accordance with regulation 1(2),2020-07-09,urn:procedure-editor:ActOfParliament:1338,"",PzwtfMTf
3091,Town and Country Planning (Local Planning) (England) (Coronavirus) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/731/made,2020,SI,731,,in accordance with regulation 1(2),2020-07-13,urn:procedure-editor:ActOfParliament:749,"",eNnqiwlR
3093,Marriage and Civil Partnership (Northern Ireland) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/742/made,2020,SI,742,2020-09-01,,2020-07-15,urn:procedure-editor:ActOfParliament:1323,"",zs1DWbDY
3094,"Health Protection (Coronavirus, Restrictions) (England) (No. 3) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/750/made,2020,SI,750,2020-07-18,,2020-07-16,urn:procedure-editor:ActOfParliament:1669,"",0fWiQTp4
3095,Home Loss Payments (Prescribed Amounts) (England) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/739/made,2020,SI,739,2020-10-01,,2020-07-14,urn:procedure-editor:ActOfParliament:2400,"",vpkjT5oS
3096,"Co-operative and Community Benefit Societies and Credit Unions (Arrangements, Reconstructions and Administration) (Amendment) and Consequential Amendments Order 2020",https://www.legislation.gov.uk/uksi/2020/744/made,2020,SI,744,2020-07-18,,2020-07-16,"urn:procedure-editor:ActOfParliament:1283,urn:procedure-editor:ActOfParliament:1311","",eL6KWz0I
3097,Civil Procedure (Amendment No. 3) Rules 2020,https://www.legislation.gov.uk/uksi/2020/747/made,2020,SI,747,,in accordance with rule 1,2020-07-16,urn:procedure-editor:ActOfParliament:314,"",Ogi62FuM
3098,Civil Procedure (Amendment No. 4) (Coronavirus) Rules 2020,https://www.legislation.gov.uk/uksi/2020/751/made,2020,SI,751,2020-08-23,,2020-07-17,urn:procedure-editor:ActOfParliament:314,"",41xcsesS
3099,"Health Protection (Coronavirus, Restrictions) (Leicester) (Amendment) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/754/made,2020,SI,754,2020-07-18,,2020-07-17,urn:procedure-editor:ActOfParliament:1669,"",Dp5oahsa
3100,Enterprise Act 2002 (Turnover Test) (Amendment) Order 2020,https://www.legislation.gov.uk/uksi/2020/763/made,2020,SI,763,,in accordance with article 1(2),2020-07-20,urn:procedure-editor:ActOfParliament:1258,"",0dLCn2rG
3101,Sudan (Sanctions) (EU Exit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/753/made,2020,SI,753,,in accordance with regulation 1(2),2020-07-16,urn:procedure-editor:ActOfParliament:1338,"",NwUyTHfV
3102,Family Procedure (Amendment No. 2) Rules 2020,https://www.legislation.gov.uk/uksi/2020/758/made,2020,SI,758,2020-10-01,,2020-07-16,urn:procedure-editor:ActOfParliament:666,"",svc7NthF
3103,Criminal Procedure Rules 2020,https://www.legislation.gov.uk/uksi/2020/759/contents,2020,SI,759,2020-10-05,,2020-07-15,urn:procedure-editor:ActOfParliament:666,"",cY7aeuq4
3108,Plant Breeders' Rights (Amendment) (EU Exit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/769/made,2020,SI,769,,in accordance with regulation 1(2),2020-07-20,"urn:procedure-editor:ActOfParliament:1320,urn:procedure-editor:ActOfParliament:1","",qJF9NMud
3109,Infrastructure Planning (Publication and Notification of Applications etc.) (Coronavirus) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/764/made,2020,SI,764,2020-07-22,,2020-07-20,"urn:procedure-editor:ActOfParliament:2419,urn:procedure-editor:ActOfParliament:946","",gbFZsGkU
3110,Town and Country Planning (General Permitted Development) (England) (Amendment) (No. 2) Order 2020,https://www.legislation.gov.uk/uksi/2020/755/made,2020,SI,755,2020-08-31,,2020-07-20,urn:procedure-editor:ActOfParliament:1047,"",K2LxbQKr
3111,Town and Country Planning (General Permitted Development) (England) (Amendment) (No. 3) Order 2020,https://www.legislation.gov.uk/uksi/2020/756/made,2020,SI,756,2020-08-31,,2020-07-20,urn:procedure-editor:ActOfParliament:1047,"",fnfhGkSr
3112,Town and Country Planning (Spatial Development Strategy) (Coronavirus) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/765/made,2020,SI,765,2020-08-12,,2020-07-20,urn:procedure-editor:ActOfParliament:966,"",csvQQW0f
3113,Town and Country Planning (Use Classes) (Amendment) (England) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/757/made,2020,SI,757,2020-09-01,,2020-07-20,urn:procedure-editor:ActOfParliament:1047,"",4pzHZxey
3115,Pension Protection Fund (Moratorium and Arrangements and Reconstructions for Companies in Financial Difficulty) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/783/made,2020,SI,783,2020-07-23,,2020-07-21,"urn:procedure-editor:ActOfParliament:1520,urn:procedure-editor:ActOfParliament:1311,urn:procedure-editor:ActOfParliament:1183","",UKV8ipnu
3116,Scotland Act 1998 (Agency Arrangements) (Specification) (Coronavirus) Order 2020,https://www.legislation.gov.uk/uksi/2020/776/made,2020,SI,776,2020-09-04,,2020-07-21,urn:procedure-editor:ActOfParliament:1289,"",dMNorSXi
3117,Scotland Act 1998 (Agency Arrangements) (Specification) (Coronavirus) (No. 2) Order 2020,https://www.legislation.gov.uk/uksi/2020/777/made,2020,SI,777,2020-09-04,,2020-07-21,urn:procedure-editor:ActOfParliament:1289,"",N73Sk4Vt
3118,Friendly Societies Act 1992 (Accounts) (Amendment) Order 2020,https://www.legislation.gov.uk/uksi/2020/782/made,2020,SI,782,2020-10-01,,2020-07-21,urn:procedure-editor:ActOfParliament:349,"",hZ8Xf4HP
3119,"Health Protection (Coronavirus, Wearing of Face Coverings in a Relevant Place) (England) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/791/made,2020,SI,791,2020-07-24,,2020-07-23,urn:procedure-editor:ActOfParliament:1669,"",bt58mhyP
3120,"Health Protection (Coronavirus, Restrictions) (No. 2) (England) (Amendment) (No. 2) Regulations 2020 ",https://www.legislation.gov.uk/uksi/2020/788/made,2020,SI,788,2020-07-25,,2020-07-22,urn:procedure-editor:ActOfParliament:1669,"",yn9CFztr
3121,"Health Protection (Coronavirus, Restrictions) (Leicester) (Amendment) (No. 2) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/787/made,2020,SI,787,2020-07-24,,2020-07-22,urn:procedure-editor:ActOfParliament:1669,"",sjaTjJZW
3127,Air Traffic Management (Amendment etc.) (EU Exit) (No. 2) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/784/made,2020,SI,784,,in accordance with regulation 1,2020-07-21,urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ProposedNegativeStatutoryInstrument:3019,v2fQQ7R4
3128,Safety of Sports Grounds (Designation) (Amendment) (No. 3) Order 2020,https://www.legislation.gov.uk/uksi/2020/785/made,2020,SI,785,2020-08-24,,2020-07-22,urn:procedure-editor:ActOfParliament:2248,"",srUn3FLi
3129,"Railways (Miscellaneous Amendments, Revocations and Transitional Provisions) (EU Exit) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/786/made,2020,SI,786,,in accordance with regulation 1(2),2020-07-21,urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ProposedNegativeStatutoryInstrument:3011,0Xg6HmBs
3130,Motor Vehicles (Tests) (Amendment) (Coronavirus) (No. 2) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/790/made,2020,SI,790,2020-07-31,,2020-07-21,urn:procedure-editor:ActOfParliament:1298,"",rgBetpnK
3131,Single Digital Gateway Regulation (Revocation) (EU Exit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/793/made,2020,SI,793,, in accordance with regulation 1,2020-07-22,urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ProposedNegativeStatutoryInstrument:3008,zvNQsGJn
3132,"Health Protection (Coronavirus, Restrictions) (Blackburn with Darwen and Luton) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/800/made,2020,SI,800,2020-07-25,,2020-07-24,urn:procedure-editor:ActOfParliament:1669,"",PHJ001ZD
3133,"Health Protection (Coronavirus, International Travel) (England) (Amendment) (No. 3) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/799/made,2020,SI,799,2020-07-28,,2020-07-23,urn:procedure-editor:ActOfParliament:1669,"",5TLr0oJo
3134,Aviation Security (Amendment) (EU Exit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/798/made,2020,SI,798,,in accordance with regulation 1,2020-07-22,urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ProposedNegativeStatutoryInstrument:3020,FYz94dvt
3135,Online Intermediation Services for Business Users (Amendment) (EU Exit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/796/made,2020,SI,796,,in accordance with regulation 1,2020-07-22,urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ProposedNegativeStatutoryInstrument:3009,zUeFknYr
3136,"Health Protection (Coronavirus, International Travel) (England) (Amendment) (No. 4) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/805/made,2020,SI,805,2020-07-26,,2020-07-25,urn:procedure-editor:ActOfParliament:1669,"",mGqhJfe4
3137,"Employment Rights Act 1996 (Coronavirus, Calculation of a Week's Pay) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/814/made,2020,SI,814,2020-07-31,,2020-07-29,urn:procedure-editor:ActOfParliament:1337,"",QHVuPYyu
3138,"Health Protection (Coronavirus, International Travel) (England) (Amendment) (No. 5) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/813/made,2020,SI,813,2020-07-31,,2020-07-29,urn:procedure-editor:ActOfParliament:1669,"",lMPZFRYZ
3139,Road Vehicles (Certificates of Temporary Exemption) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/812/made,2020,SI,812,2020-08-21,,2020-07-29,urn:procedure-editor:ActOfParliament:1298,"",xguA1pEl
3140,Local Authorities and Police and Crime Panels (Coronavirus) (Flexibility of Local Authority and Police and Crime Panel Meetings) (England and Wales) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/808/made,2020,SI,808,2020-08-01,,2020-07-27,urn:procedure-editor:ActOfParliament:1326,"",oJ5kOh3r
3141,Local Government (Structural Changes) (Coronavirus) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/809/made,2020,SI,809,2020-08-24,,2020-07-27,urn:procedure-editor:ActOfParliament:1339,"",6OIbNsSn
3142,Electricity (Individual Exemptions from the Requirement for a Transmission Licence) (Coronavirus) Order 2020,https://www.legislation.gov.uk/uksi/2020/815/made,2020,SI,815,2020-10-03,,2020-07-28,urn:procedure-editor:ActOfParliament:215,"",9HWOidIl
3143,"Health Protection (Coronavirus, International Travel) (England) (Amendment) (No. 6) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/819/made,2020,SI,819,2020-07-31,,2020-07-30,urn:procedure-editor:ActOfParliament:1669,"",Acn1g7G0
3144,"Health Protection (Coronavirus, Restrictions) (Blackburn with Darwen and Bradford) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/822/made,2020,SI,822,2020-08-01,,2020-07-31,urn:procedure-editor:ActOfParliament:1669,"",Wm322Yj0
3145,Education (Pupil Registration) (England) (Coronavirus) (Amendment) (No. 2) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/816/made,2020,SI,816,2020-08-24,,2020-07-30,urn:procedure-editor:ActOfParliament:1045,"",i4oYxYkO
3146,"Health Protection (Coronavirus, Restrictions) (Leicester) (No. 2) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/824/made,2020,SI,824,2020-08-03,,2020-08-02,urn:procedure-editor:ActOfParliament:1669,"",J0nHaS61
3147,Persons Subject to Immigration Control (Housing Authority Accommodation and Homelessness) (Amendment) Order 2020,https://www.legislation.gov.uk/uksi/2020/825/made,2020,SI,825,2020-08-24,,2020-08-03,urn:procedure-editor:ActOfParliament:964,"",yDTcd3XO
3149,"Health Protection (Coronavirus, Restrictions) (Leicester) (Amendment) (No. 3) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/823/made,2020,SI,823,2020-08-01,,2020-07-31,urn:procedure-editor:ActOfParliament:1669,"",wjfrp8TH
3151,"Health Protection (Coronavirus, Restrictions on Gatherings) (North of England) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/828/made,2020,SI,828,2020-08-05,,2020-08-04,urn:procedure-editor:ActOfParliament:1669,"",vFYzfuo7
3152,Statutory Sick Pay (General) (Coronavirus Amendment) (No. 5) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/829/made,2020,SI,829,2020-08-05,,2020-08-03,urn:procedure-editor:ActOfParliament:589,"",MiX9FQmC
3154,Universal Credit (Exceptions to the Requirement not to be receiving Education) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/827/made,2020,SI,827,2020-08-05,,2020-08-03,urn:procedure-editor:ActOfParliament:1353,"",SUPSN82u
3156,Universal Credit (Managed Migration Pilot and Miscellaneous Amendments) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/826/made,2020,SI,826,2020-08-04,,2020-08-03,urn:procedure-editor:ActOfParliament:1353,"",ACAnp0tR
3158,Rating Lists (Valuation Date) (England) Order 2020,https://www.legislation.gov.uk/uksi/2020/832/made,2020,SI,832,2020-08-31,,2020-08-04,urn:procedure-editor:ActOfParliament:397,"",hRGMvUuE
3159,"Health Protection (Coronavirus, International Travel) (England) (Amendment) (No. 7) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/841/made,2020,SI,841,,in accordance with regulation 1(2) and (3),2020-08-07,urn:procedure-editor:ActOfParliament:1669,"",QRQxth03
3160,"Health Protection (Coronavirus, Wearing of Face Coverings in a Relevant Place) (England) (Amendment) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/839/made,2020,SI,839,2020-08-08,,2020-08-06,urn:procedure-editor:ActOfParliament:1669,"",4DMzeTml
3161,Road Vehicles (Approval) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/818/made,2020,SI,818,2020-09-01,,2020-08-03,urn:procedure-editor:ActOfParliament:2419,"",1rfE6Xwc
3162,"Health Protection (Coronavirus, Restrictions on Gatherings) (North of England) (Amendment) Regulations 2020",https://www.legislation.gov.uk/uksi/2020/846/made,2020,SI,846,2020-08-08,,2020-08-07,urn:procedure-editor:ActOfParliament:1669,"",l7i8uii8
3163,Guarantees of Origin of Electricity Produced from High-efficiency Cogeneration and Renewables Obligation (Amendment) (EU Exit) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/849/made,2020,SI,849,,in accordance with regulation 1(2),2020-08-10,urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ProposedNegativeStatutoryInstrument:3004,LXDEsb8v
3164,Education (Induction Arrangements for School Teachers) (England) (Coronavirus) (Amendment) Regulations 2020,https://www.legislation.gov.uk/uksi/2020/842/made,2020,SI,842,2020-09-01,,2020-08-07,urn:procedure-editor:ActOfParliament:779,"",088N2GDh
